fitness,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13
0.6315008,0.17680286,-0.24130192,0.20333707,-0.7341121,0.30499345,0.32178023,0.5699906,0.25660855,-0.09787345,-0.26878628,-0.46354944,-0.20982099,-0.20818916,-0.17736647
-0.6949976,-0.069703266,-0.36994407,-0.2409296,-0.42153773,0.73864156,0.11590893,0.13616152,0.2489372,0.16634814,0.13530375,-0.68477446,-0.6686757,-0.22821496,0.4279155
0.2850904,-0.06330705,-0.3725111,-0.1710239,-0.1031042,0.01555075,-0.63514143,-0.022936359,0.5104959,0.14414145,-0.13035148,-0.957841,-0.10147136,-0.5025865,0.4384353
0.45478088,-0.9323835,-0.3322097,-0.5470938,0.76842934,0.09548612,-0.4610233,0.76024604,-0.16179931,-0.4663504,0.45905244,-0.02965351,0.05582363,-0.55265534,-0.9630689
0.9058446,-0.17701086,0.6029633,-0.21235263,-0.29242203,-0.37583116,0.61969495,0.09045752,-0.31506667,-0.1739343,0.4300494,0.5654999,-0.0026874542,-0.07889519,-0.36359373
-0.92690927,0.19747543,0.19275017,-0.044237852,0.1227361,0.31678155,-0.11925368,-0.42263305,-0.15710625,-0.21293397,-8.838813E-5,0.08416509,-0.09988089,-0.09467265,0.50170445
-0.15537998,0.37097132,-0.5562544,0.5192366,0.09191376,-0.06532491,-0.026586175,-0.09961921,0.6708749,0.04869044,0.52808225,0.47256574,-0.094167665,0.0830878,-0.975236
-1.8478522,0.83182055,0.6440678,-0.48682562,-0.80770534,0.4829396,0.25867206,0.1514664,0.20891126,0.16746257,0.15940604,-0.40741125,0.9063668,0.122450896,-0.2581215
-2.3873222,0.2627839,-0.6167363,-0.36995187,0.38876218,0.06438452,0.4032429,0.12965783,-0.5093961,0.32697132,0.09940558,-0.7250778,0.7808292,0.33902055,0.14522874
-0.12390624,-0.78999823,-0.7943631,-0.13429567,0.31447697,0.31983906,0.07368304,0.12885025,-0.84397393,0.92569625,-0.46192142,0.36959982,0.04444888,0.04948578,0.050568853
0.24173409,0.33834314,-0.36521417,0.29259673,-0.21651737,0.6495427,0.30729258,0.54376954,0.2929269,0.35757276,-0.66809857,0.014677665,0.38218918,-0.22017333,0.36539772
0.8759303,0.11646795,-0.27772188,0.285427,0.40954834,0.009354809,0.19181167,0.52016413,-0.43190926,-0.38255823,-0.15083358,0.054057956,-0.002287829,-0.1025877,-0.058833957
-0.37228596,-0.4864125,-0.49430782,-0.13516259,0.7213351,0.37780115,0.14871024,-0.48168254,0.29612923,-0.018333647,-0.09347476,0.15559842,-0.35560238,0.03080215,0.1271587
-0.12520252,0.31952822,0.47347578,0.30046552,0.47386238,-0.77263457,0.24860093,0.27149907,-0.14189339,0.06779853,0.24781585,0.46035478,-0.18743356,-0.5126344,-0.1076992
0.17419429,-0.34457394,0.8612578,-0.5266452,-0.13070878,-0.43171427,0.09182081,-0.2442863,0.3473786,0.40579328,-0.18583182,0.09891257,0.0037719011,-0.6186444,6.314516E-4
-0.40401596,0.018482685,0.5117603,-0.09566963,0.38520974,0.34359816,-0.13964951,0.5847499,0.4365956,0.07726741,0.9353824,-0.05556525,-0.5062268,0.83669895,0.37585962
