fitness,g0,g1,g2,g3,g4,g5,g6,g7,g8
-11.343634,-0.2177459,0.020760212,-0.47106278,-0.42359826,0.65989643,0.14174093,0.8369098,0.10716367,-0.4114121
0.80926913,-0.8374254,0.019994948,0.16879214,-0.1280146,-0.3859448,-0.5502171,-0.06682265,-0.08279984,0.21464938
-0.48804593,0.51536226,-0.595592,-0.9271934,-0.16391917,-0.2153373,-0.96296567,0.66573805,0.3339831,-0.36089638
-0.18258029,-0.7463428,-0.1886768,-0.11260152,-0.12601705,0.4576569,-0.24682596,0.74590063,-0.27112448,0.8047155
-0.21136388,-0.43025914,-0.24765934,0.5624469,-0.061566353,0.14986564,-0.14124562,0.9996648,-0.13422512,0.29514098
-0.16331963,-0.42882386,0.7712827,-0.3107798,-0.7289778,0.18088245,0.189148,0.1923248,0.041555524,0.43742582
0.1903245,0.010069298,0.19166821,-0.8513711,-0.7908726,-0.317541,-0.3958723,0.23330389,-0.15703416,0.5000836
-1.5420758,0.75108886,-0.95216745,0.52663934,0.2597423,-0.6556935,0.6320037,0.49649665,0.34527266,0.4057068
0.8519093,0.33243057,-0.61075044,0.23021828,-0.9230472,-0.064169765,-0.6687298,-0.024063757,-0.06107011,-0.37635943
-0.108080156,0.31458145,0.8015749,-0.1755219,-0.19019759,-0.5540241,-0.98761594,-0.3530574,0.023638254,-0.5427922
-0.19329062,-0.22321576,0.9477566,-0.83566344,0.034509648,-0.36361355,-0.3108453,-0.091199294,-0.608536,0.21371944
0.49553758,-0.34361827,-0.4185635,0.437521,-0.36778668,-0.008354127,-0.5317123,0.20230643,0.017980555,0.4184212
0.46288875,-0.29039663,0.3941797,0.7895674,-0.20016897,0.5334196,-0.09143488,0.15218638,-0.9034461,-0.18413077
0.825385,-0.26234144,0.06367465,-0.22090757,-0.068246394,0.86284465,-0.86818117,0.4657178,-0.4470355,0.044995364
-0.14775978,0.61216867,-0.20816259,0.36676884,0.5311905,0.60486114,0.7917042,0.100947976,0.09834902,0.51747584
-1.1237398,0.22480932,-0.07730484,0.025334245,-0.76892936,0.6408887,0.2583177,-0.36604705,-0.53692293,0.56566954
0.3328521,-0.483829,0.25809684,-0.08308778,0.41529924,-0.27310485,-0.19461226,0.21526611,-0.45278245,-0.047385026
0.29181322,-0.19696367,-0.22520964,0.16488527,-0.09488414,0.061625212,-0.24872749,0.75567585,-0.15352178,0.1553016
-0.24033844,-0.19018476,-0.20384298,-0.13265377,-0.30044156,0.17318535,-0.52178943,-0.55586886,-0.61022943,-0.052342642
-0.24085301,0.8225842,-0.19931038,-0.34026894,0.9580213,-0.5876538,0.78024757,0.41201857,0.25386825,-0.6790886
0.5614259,0.64218795,0.7921676,-0.16725361,-0.6369542,0.27258167,0.6010121,0.02676613,-0.22442305,0.08770035
