fitness,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13
0.53660643,-0.5659366,-0.79217684,0.23780835,0.14396276,-0.015876614,0.24888302,0.18139559,0.03908096,0.83808094,-0.033032738,-0.032269083,0.086450696,-0.5108943,-0.47192302
-0.35527593,0.33505863,0.04006358,-0.9886896,-0.42596436,0.92928815,-0.8393547,0.40610343,-0.7762422,0.47182542,0.5193362,0.14484778,-0.5679201,-0.32694986,-0.98276097
-0.19776256,0.6648996,-0.27000847,-0.5007065,-0.05067584,0.77836174,0.09622644,0.0039990153,0.2975167,0.14155605,0.101227045,0.31794795,0.8080738,-0.79069316,-0.07706249
0.4989911,-0.50111085,0.3698265,0.3000403,0.908393,0.38384593,0.45819175,0.19063446,0.9347983,-0.26537326,-0.4306105,-0.17338449,0.046490546,-0.44314086,0.43736234
-0.13170207,0.3289724,0.40217295,0.27908838,0.6807433,-0.23698513,-0.2546432,0.4464874,0.5098494,-0.11256679,-0.19970179,0.56110984,-0.22856364,-0.13573277,-0.49480775
-0.22084603,0.032654285,0.28129643,0.66463864,-0.37332705,0.96523625,-0.30569953,0.57049316,-0.1666946,0.3715597,-0.50383264,0.90649486,-0.1264966,0.6087329,0.38342464
0.8852683,-0.25219473,-0.8938561,-0.042049177,0.4899354,0.031960845,-0.33451268,0.12390287,0.64087516,0.31559303,-0.4729503,-0.11895132,0.030102242,-0.16731432,0.4314696
-9.61079,-0.45814276,0.13607943,0.028770477,0.871892,-0.836384,-0.35967708,0.75901765,0.0653499,0.46434382,-0.7498803,-0.52624327,0.64989734,-0.10248828,0.8061216
-0.08957988,-0.3438748,0.016005345,0.34142405,-0.12812367,0.5679216,0.24231742,-0.042936325,0.480996,-0.1648055,-0.34160748,0.7549214,0.04525342,0.028304325,0.36194548
0.61739945,-0.16309683,-0.28896445,0.10169444,0.38082466,-0.61465883,-0.009476423,0.7019014,-0.36232284,0.8027358,0.9692649,0.33508712,0.047818124,-0.22405112,0.34342685
0.20258692,0.8454875,-0.21113873,-0.028054198,0.8652524,-0.36933228,-0.4434217,-0.35017782,0.041483346,0.051479504,-0.6998007,0.19995181,0.21904908,-0.6452378,-0.16338073
0.25113553,-0.22376543,-0.52841437,0.36173633,-0.7919505,-0.4554193,-0.5417533,-0.32284617,0.16548876,0.8251623,0.38982317,0.6615199,-0.09271096,-0.30799624,-0.15184593
