fitness,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49
-14.378989,0.64128345,-0.08202064,-0.283991,-0.28011864,-0.62062675,-0.023614287,-0.045089938,-0.35322487,0.20012723,0.44966343,0.26362574,0.03344268,-0.28630614,-0.36619744,0.34301764,-0.9883919,-0.54277986,0.38998926,-0.12142098,-0.069212094,0.17433594,0.61864775,0.32794034,-0.18966715,0.96227586,-0.7522801,-0.96956825,0.77471006,-0.83416176,0.34091178,0.76752424,-0.37313986,-0.42695394,0.7484122,0.052598,-0.06236867,-0.06322876,0.044496536,0.6673266,-0.30789116,-0.8079088,0.4206603,0.19739796,-0.13996367,0.031697664,0.03904817,-0.72700465,-0.43631676,0.11274515,-0.7931687
-12.322287,-0.64046663,-0.32456088,-0.8460148,0.15582503,0.09788735,0.18493366,-0.15014832,-0.38536447,0.17582771,0.07638824,-0.40573826,-0.4155217,-0.50975674,-0.11915499,-0.5328845,-0.6150249,-0.45760563,0.62131643,0.865218,0.5278653,-0.8369842,0.41662118,-0.7400483,-0.040481783,-0.36629522,-0.02377983,-0.12784934,-0.28576055,0.21975428,-0.09153034,-0.6561965,0.034434937,-0.58098936,-0.33424377,0.2443789,0.30602902,0.8654456,-0.21364395,-0.4842305,0.30134788,-0.6649129,-0.19368675,-0.023840597,0.03550078,-0.7192516,-0.627801,0.32521415,0.78455865,0.020445142,-0.28307462
-14.063834,-0.042265944,0.1022774,-0.09673869,0.658274,0.60627323,0.5746558,0.102681875,-0.029984972,-0.37835,-0.26598108,-0.45520836,-0.017766152,0.24886915,0.5278068,-0.45465517,-0.84723514,0.13125558,0.36676237,0.07068587,0.2539058,-0.24994612,0.46923932,0.853164,0.55866617,0.34013978,-0.208432,0.11859117,0.7440364,0.6392031,-0.37849173,0.69102937,0.28039134,-0.3405946,0.6817615,0.6251277,-0.19085824,0.89197075,0.60340893,-0.8559462,0.96706754,-0.013256788,-0.6541981,0.38743472,-0.8120908,-0.18170954,0.82891524,-0.40141705,-0.6733868,0.03838547,0.3000916
-14.513125,-0.41707972,-0.12870067,0.0079933405,-0.016277393,0.68121374,0.012738282,-0.19051084,0.8110316,-0.20196465,0.6383658,0.81613714,-0.012496454,0.24016967,-0.31254208,0.01946021,-0.66282403,0.6862323,-0.25187245,0.06349062,-0.115443826,0.23942418,-0.040183753,0.12320767,0.41798833,-0.55747944,0.5444888,-0.76330787,0.09502506,0.26306638,-0.4476694,-0.0646516,0.32513678,0.61805725,0.0023145676,0.7030945,-0.94804406,0.7473437,0.39288983,0.0070207636,0.4835863,-0.55051684,0.33629042,0.34095395,0.2545957,-0.1778914,-0.2634218,-0.7436181,-0.10127842,-0.15911873,0.3675187
-15.038164,0.06635391,0.3108865,-0.2739798,0.297264,-0.4134045,-0.5505786,0.59496033,0.5520871,0.7298491,0.71366966,0.7155353,0.48430866,0.24622662,-0.68570894,0.10549145,-0.08429039,-0.3633512,-0.51440483,-0.59455395,-0.77337384,-0.28778526,-0.038099647,-0.3708861,-0.08510072,0.89394003,-0.6129337,-0.90719604,-0.12524532,-0.94969463,0.28660536,0.49910063,-0.15514171,0.35255235,-0.74248266,0.2049447,0.95224696,-0.5875735,0.04286194,0.5602579,0.58865553,-0.11583749,-0.6181613,0.38607627,0.7233027,0.8656185,-0.9035548,0.6831768,-0.43943393,-0.27045104,-0.22484504
-14.854282,0.012221409,-0.87408596,-0.084764,0.5565591,-0.40670988,0.5850949,-0.16665924,-0.37674165,0.83133644,0.6315155,0.06301273,0.5841464,-0.5333941,0.10564136,-0.2757518,0.27186686,-0.16684003,0.2596036,-0.8519262,0.21797551,-0.8221016,0.47430047,0.61267114,-0.44840044,-0.38738006,0.7451597,0.50977045,0.04436134,0.6084288,-0.049083464,0.9872104,0.65522367,0.10402832,-0.64443064,-0.8302687,0.40162316,0.02804469,0.7181438,-0.13326848,0.44420058,0.49714327,0.4665485,-0.73419785,-0.8409881,-0.42299393,-0.6065779,-0.15966809,-0.31788173,-0.9123675,0.39517105
-14.538721,0.32561523,0.13142659,0.4894794,0.17486507,0.5480427,0.38679877,0.6736755,0.050735813,-0.36729604,0.896853,0.81710994,-0.696579,0.39443028,0.23396337,-0.3019529,0.36272296,0.116062544,0.4458408,0.7882776,0.09194553,-0.7070005,0.27496502,-0.55254936,0.3395824,-0.5789576,-0.4149549,0.06088822,0.01398079,-0.4606221,-0.5518633,0.34497893,0.84575546,-0.56149477,0.5534996,0.71690404,-0.86628425,-0.21529682,-0.54875326,-0.27390322,-0.42066276,-0.76173574,0.42050806,-0.035004273,0.1956141,-0.041959286,-0.4141176,0.668956,0.075831294,0.34902465,-0.02363773
-13.153194,-0.028579345,0.2927091,0.33903638,-0.15579483,-0.35671398,0.11856806,0.009343657,-0.068104595,0.029443178,-0.2614819,-0.61658543,-0.47148687,0.398041,-0.6665408,0.786622,0.49955463,-0.5391187,-0.23371553,0.61895645,-0.3440488,-0.03873527,0.90243155,0.14342469,0.19351816,-0.8081319,-0.016029043,0.046144567,-0.60893536,0.60899025,-0.2431771,-0.53382707,-0.4082146,0.8479667,0.09564277,-0.5892552,0.69818145,0.33253887,0.06304572,0.13914129,0.5170506,-0.017716704,0.09952225,-0.6534914,-0.4209814,0.28926635,0.29773724,0.53912127,0.48157498,-0.22608106,0.9985395
-15.292217,-0.5201563,-0.20873809,0.64967245,-0.037534703,0.2476933,-0.41500935,0.24795601,-0.84286356,-0.04215979,-0.2556363,-0.24911429,0.7310793,-0.6773778,-0.11100067,0.21656483,0.0044595003,-0.24170092,0.72886527,0.19054611,0.10431055,0.67148226,-0.21646133,-0.28446636,0.553371,-0.7396708,-0.328041,-0.6773929,0.7365973,-0.7026965,-0.96470326,-0.65387464,-0.37179333,0.74227947,0.286433,-0.23612782,0.51116544,-0.3135361,-0.5490767,0.61440027,-0.40350187,0.19703467,0.46916133,-0.17412023,0.2866492,-0.8600773,-0.101919174,0.6760818,-0.6291444,0.12980591,-0.5442699
-14.992834,0.32271826,-0.51735526,-0.2733404,-0.13942206,-0.64109826,0.23122787,-0.07763243,0.22214143,-0.17803359,-0.08576609,0.39418486,0.7291716,0.29443884,-0.58476365,-0.43273252,-0.48023406,0.10344346,0.10746217,-0.39337564,-0.08541727,0.14753973,0.50132895,-0.5174697,-0.2938852,0.44939476,-0.8657657,0.42441565,-0.003818732,0.23317692,0.534543,0.14282228,0.1786761,-0.4462523,-0.5237169,0.16026889,-0.05033633,0.33733228,0.5314296,0.41829398,0.54762185,0.59316736,-0.028080326,-0.65320253,0.11305732,0.19575872,-0.40745685,-0.10239804,0.30202627,0.42466554,0.7770102
