fitness,g0,g1,g2,g3,g4,g5,g6,g7,g8
0.57713765,-0.70261365,-0.49337983,0.100266576,0.38348246,0.3440436,0.07950369,0.012915152,-0.2168314,0.6470879
0.18348795,0.066051334,-0.9095136,0.3997918,-0.41975057,0.7210554,0.027195113,-0.18360455,-0.5976268,-0.9979632
-0.07587462,0.034816194,-0.5997514,0.8762981,-0.33301684,-0.04553099,0.31745008,-0.4069685,-0.8465105,0.11848009
0.8164893,-0.08293474,-0.70216036,0.88973314,-0.14135265,-0.11346049,-0.6381053,-0.039353974,-0.07155955,0.17833364
-0.1289387,-0.64791197,0.5028981,0.7904621,0.34672183,0.19819713,0.038661942,0.17193997,-0.031333487,0.50328594
-1.0830691,-0.82210463,0.3336696,-0.065071315,0.0061378824,-0.5669418,0.38441885,-0.12720823,-0.41035128,-0.8273384
-0.17753844,-0.1874055,0.42060694,0.023040108,0.54608524,0.64268476,0.27710137,0.2435877,0.34116313,-0.9081118
0.3252468,-0.44507414,0.124961734,0.3700798,-0.51111597,-0.8248464,-0.11774037,0.18133533,-0.7728603,-0.2913279
0.12086893,-0.34833175,0.08154539,0.05060923,0.5347517,-0.17277312,-0.81282234,0.47029752,-0.3735367,-0.13658214
0.8619775,-0.16883765,-0.41126433,-0.34066993,-0.25173992,-0.039872296,-0.78143567,-0.14290607,-0.0042201057,-0.7153441
-0.2049385,-0.53051597,0.13380885,0.672032,0.47843528,0.108135626,0.14788866,0.6459022,0.1198992,0.30433938
0.27460313,-0.5926713,-0.06272482,0.26994547,0.32142434,0.42546108,-0.3556994,-0.037087917,-0.6296795,0.19335255
-0.19172746,-0.7231568,0.8912491,0.4309108,0.3004318,-0.25254643,-0.5390194,-0.31077713,0.063687444,0.91909677
0.25933084,-0.4014169,0.32105616,0.97712797,-0.63658386,0.018305534,-0.51517636,-0.7274283,-0.047943506,0.9680357
-0.63999295,-0.38629124,-0.5610876,-0.5450858,-0.7784243,-0.67057884,0.00222053,-0.7162583,-0.9584568,-0.67095274
-0.2967852,-0.39633974,0.9171469,-0.6046731,-0.06546986,0.037614584,0.013972777,0.7032806,0.07476465,0.7805779
0.8295609,-0.48898706,-0.37174344,0.24058804,-0.8412525,0.04999342,-0.68757164,-0.1597575,-0.033552613,0.0638725
-0.42428505,0.17996037,0.3427352,-0.08305423,-0.66920507,-0.9087444,0.028442621,-0.33105364,-0.38306254,0.6953792
0.2166268,0.074215874,0.23659904,-0.28805748,-0.6552348,0.32150242,-0.38563263,-0.0141944885,-0.5526358,-0.9010705
-0.32399324,-0.056250583,0.35580388,0.34849867,0.1740509,-0.35041684,-0.80949503,0.7448189,0.3609832,-0.055728693
-0.710916,-0.10218291,0.27353024,0.06692982,0.4319755,-0.836517,0.33124438,-0.55520046,-0.04500842,0.8832362
-2.979018,0.2222271,0.26870257,-0.27736554,0.10773516,-0.18031713,0.19387782,0.54800326,0.38277975,0.38080838
0.58834493,-0.013496399,-0.32558262,0.1827547,-0.9147429,0.45364007,-0.36718222,0.5847174,-0.9919776,0.539908
-3.2399251,0.3983569,0.541008,0.68637013,-0.6962716,-0.94367063,0.8379467,-0.59493923,-0.005694151,-0.8004753
0.2008951,0.5753018,-0.064704895,-0.10244143,0.14411497,-0.009871483,0.73099643,-0.0813794,-0.361222,-0.16311069
