fitness,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49
-13.016949,-0.03933751,-0.07481851,-0.23496576,0.2041938,-0.32862005,-0.29640174,0.3782893,0.46658978,0.036995564,0.1305552,3.0281403E-4,0.6345451,-0.2830072,-0.44179875,0.38026217,0.010591427,0.17229876,-0.17390059,-0.5226451,0.044248343,-0.020972384,0.15826437,-0.36633503,0.48160297,-0.31356657,-0.38915822,-0.146312,0.46325302,-0.8351984,0.07036312,0.4703735,0.5476603,-0.7601794,-0.12329224,-0.89913225,0.5299164,0.876597,0.11958051,0.81829214,-0.62484807,0.46469796,-0.3915495,-0.7679777,-0.1659596,-0.39460972,0.10096992,-0.2895248,-0.26122463,0.53304255,0.37421098
-14.769565,0.25626996,-0.24206175,0.19523689,-0.73341423,0.08161378,0.33632553,-0.07625492,-0.3517312,-0.73145753,0.46585545,0.69904923,-0.3412044,0.07671686,0.1225762,-0.2859071,-0.32163498,-0.058297116,-0.3603586,-0.19861422,-0.41042042,0.20225446,-0.21756151,0.6894026,0.35241398,-0.84549844,0.36778376,-0.1039627,0.9010347,-0.46557996,0.09679339,-0.03877286,0.06941569,0.38373652,-0.33807012,0.5982437,-0.12843204,-0.9130656,0.17478763,-0.3512841,-0.95186096,0.41994634,0.116489135,0.3078478,-0.073241524,-0.74992114,-0.60881543,-0.057082932,-0.5583253,-0.26431382,-0.9051978
-14.923474,0.8552285,-0.5947747,0.41341418,-0.10420585,0.51688147,0.15754041,0.25013816,0.42187643,-0.70323175,-0.21321967,0.19551162,-0.96582186,0.338455,-0.62123615,0.8295218,-0.33635396,0.16924548,0.22352743,0.25155416,0.11384046,-0.763143,-0.38300234,-0.14275001,-0.029837534,0.6227936,-0.049059764,-0.60936713,0.21061166,0.70582,0.6044954,-0.059409022,0.47336468,0.6297192,-0.68421465,0.5147768,0.12014855,0.21415707,0.17244548,-0.35834628,-0.5031624,0.30927777,-0.1386546,-0.10513863,0.56100565,0.119881526,-0.08120823,0.06652391,-0.21344557,-0.019412693,0.51957583
-14.282811,-0.7697116,0.025973558,0.4115233,-0.9670903,0.30618316,-0.24648,-0.124155335,0.07550822,0.29709446,0.26384544,-0.58927125,-0.7450268,0.25861102,0.3856174,-0.3621137,-0.80894303,-0.25742844,-0.31614614,0.0027656555,0.28974485,0.18632069,0.116652764,-0.34187657,-0.61991966,0.0040980927,-0.9383374,0.37948105,-0.11233435,-0.31707883,0.88418514,0.7538103,0.3065089,-0.6926659,-0.7156698,0.07053566,-0.5173052,0.9102483,-0.42382792,0.5524989,0.026676059,0.68538237,-0.04456246,0.7487528,0.37836105,-0.4764172,0.5196584,0.08361106,-0.29326054,-0.036095295,-0.4598105
-13.162826,-0.7036138,-0.23816465,0.9529336,0.11847627,-0.5514156,0.69142604,-0.12356765,0.41167748,-0.14929794,-0.2501298,-0.71751,-0.08408797,-0.3824199,-0.59097403,-0.6342062,0.10858035,0.43530762,0.32424852,-0.86687815,0.117938876,0.04004223,-0.2573346,0.65157235,0.05561505,-0.58156484,-0.41906023,-0.4897042,-0.6527875,-0.52687263,-0.40182948,-0.921498,-0.7321823,0.96170884,0.28068444,0.008358165,-0.5636511,-0.16009346,0.3351256,0.08965564,-0.5781054,0.23106429,0.28508663,-0.33918583,-0.8107293,-0.73503655,0.14824548,-0.49629688,-0.848515,-0.8676864,0.141415
-22.530413,0.00957792,-0.31846517,-0.62714964,0.2762334,0.15663399,-0.45813024,-0.24141693,0.10313264,-0.724017,-0.20591821,-0.3116538,-0.30189362,0.16355363,-0.62977296,0.6366486,0.7095911,-0.21470721,0.354026,-0.2867763,0.12080527,0.64991474,0.28296885,0.0030213122,0.34830594,-0.21088243,-0.72020894,-0.4145191,0.4258362,-0.46698987,-0.32939562,0.4429609,-0.6179755,-0.8102605,-0.25859356,0.054195654,0.4249512,0.18917467,0.3645485,-0.13400775,-0.22062427,0.30550423,-0.5575607,0.41031855,-0.72230357,0.6184815,-0.30091125,0.63004005,-0.036385242,-0.5761579,-0.53881955
-14.25486,-0.23158304,0.29268909,0.16489123,0.30071473,0.6605949,0.18464744,-0.42274868,-0.16634765,0.025297413,-0.7978556,0.007935589,-0.68854696,-0.5229479,-0.22651951,-0.87746316,-0.19395539,0.9384865,0.12398554,0.36691087,-0.22585237,0.6141217,0.3578007,0.1320207,-0.06306453,-0.24363303,0.24230327,0.06307304,0.5019521,-0.52138525,-0.7569018,-0.73850656,0.28115726,-0.035221975,-0.2771286,0.45364156,0.13716911,0.40298137,-0.3670026,-0.36530867,-0.55431837,-0.38737518,-0.78709006,0.23932439,-0.06639521,-0.30552357,-0.2815208,-0.9360997,0.3047086,-0.10166382,0.3687823
-12.863238,-0.46739513,-0.22427297,0.12362504,0.69506097,0.83130175,0.59907484,-0.49886376,0.2389513,-0.11865392,0.3125883,-0.3533446,0.068633705,0.4430353,-0.20897095,0.26865965,0.6291298,-0.67810255,-0.17227,0.20816997,-0.62835,-0.24820971,0.14700267,0.1925494,-0.0038970537,0.02221322,-0.38307118,0.4396043,-0.5340268,-0.85091245,-0.8668774,0.8821274,0.63970023,-0.19899343,0.5291005,0.028913498,-0.064997554,-0.14342988,0.12696269,-0.006152611,-0.40489253,0.5174015,-0.34531376,-0.5785402,-0.26297835,-0.8350031,0.10648285,0.36626166,-0.55002606,-0.24764375,-0.5202345
-15.413639,-0.12683082,-0.60568327,-0.47386926,-0.38985217,-0.055123597,0.7941657,-0.20036614,0.11128883,0.029448634,0.61333644,-0.301595,-0.121341825,0.5977881,0.19493423,0.5882118,-0.02392935,0.91175395,-0.44917813,0.32710114,0.22316766,-0.32885194,-0.5067207,0.06802702,0.93086565,-0.6561884,0.4888447,-0.07661142,-0.26854894,0.084493235,-0.36943397,0.2047838,-0.97255087,-0.12416804,-0.8972881,-0.53576106,0.6572667,0.6107066,-0.36582184,0.027175903,0.16957398,0.183146,0.30764598,0.018941998,-0.3538476,0.03378575,-0.033521555,0.53521276,-0.59619737,-0.4443471,0.39415014
-16.930334,-0.006664748,-0.08403361,0.08054336,0.54319406,-0.60499656,0.43225443,0.18254484,-0.05054891,0.034009896,-0.009346962,0.35506713,-0.057516217,-0.17312023,-0.50917697,-0.159776,-0.10475385,-0.25639793,-0.50477785,0.6479101,-0.014612695,0.007968307,0.66838914,-0.053950127,0.36314824,0.63307637,0.56929016,0.91168094,-0.6523428,-0.5380025,-0.60587,0.81576693,0.04422283,0.9452879,0.7110312,0.059018996,0.82590413,0.31024683,-0.8151944,0.7916106,0.031024933,0.3586789,0.11823079,-0.6156479,-0.26923293,-0.05827546,0.097559884,-0.62997514,-0.502205,0.4512372,0.052415192
