fitness,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49
-14.197989,-0.1786788,0.7338234,0.12465182,-0.016930424,0.2602519,0.32366687,0.7870814,-0.6491876,-0.5119857,-0.543564,0.9884301,0.5790124,0.14700396,0.11749804,-0.37318277,0.089683115,-0.48813376,0.36957797,-0.9437635,0.7294597,0.71862787,-0.34586403,-0.22029953,0.08817579,-0.115272895,-0.33435953,0.12599853,0.1438471,-0.37802288,0.5336686,0.7413617,0.04658723,-0.3348247,-0.15243328,-0.011017805,-0.6609186,0.4156788,-0.4636947,0.2700051,0.13497928,-0.59184194,0.05316355,0.17823412,0.44426718,0.9875611,0.48357534,-0.8360898,-0.2873626,-0.966565,-0.62925607
-15.151492,-0.17418353,-0.29707944,0.6656705,-0.5217514,-0.12504339,-0.2574695,-0.17620848,0.526479,-0.33854803,0.7774518,0.10000054,0.5170975,0.7481456,-0.7340853,-0.3835556,-0.3464396,0.20983018,-0.07530806,0.6037433,0.19100444,0.21004099,-0.050886855,-0.66123635,0.18681914,0.31467912,-0.73329914,-0.2944607,-0.18755594,0.23619068,0.56768155,-0.18415968,0.12642418,-0.4590726,0.17619698,-0.29726827,0.51794076,0.5346279,-0.37953392,0.98991203,-0.5602765,0.122914076,-0.61227894,-0.10392203,-0.63965887,0.06551421,0.7749737,-0.9929998,-0.28424722,0.017778516,0.485575
-13.984627,0.41449767,0.35375887,0.5301606,-0.85520166,0.9207113,-0.07680869,0.0037663234,0.24957377,0.43796495,-0.45442855,0.07175516,-0.502826,0.022022128,0.06557023,-0.38003716,-0.6808773,0.9114612,-0.09153028,0.028299928,0.13140899,-0.5753964,0.46877813,0.33602703,-0.22868548,-0.81594664,0.80349755,0.8107787,0.10902722,-0.482499,0.37029123,-0.4269717,3.374815E-4,-0.029937983,-0.41793597,-0.5938189,0.022545023,-0.10307768,-0.2075722,0.65130484,0.9176478,-0.35280812,0.11325741,-0.2908919,0.28304312,0.18046987,0.79649353,0.16706628,-0.010941063,-0.033453345,0.7596819
-19.73891,0.3019279,-0.41865587,0.3267491,-0.5418923,-0.3644339,-0.064064324,0.36493546,0.19268842,-0.12579574,-0.30730838,-0.8775166,-0.35022986,0.63672227,-0.04330149,0.98993254,-0.1972574,0.50096947,0.64496183,0.48206925,-0.0057044714,0.2889808,-0.54585624,-0.9712946,0.53758436,0.03933263,-0.77666944,0.08459226,0.23533562,-0.2614836,0.035441797,-0.9023694,0.571047,0.72511464,0.032180276,0.029091863,-0.9085222,0.31994584,0.80884385,0.41973442,-0.34760508,-0.5121372,0.448318,-0.03874845,0.76310945,0.1708814,-0.03172338,-0.17226848,-0.5796561,-0.39965487,0.3808059
-14.84177,0.32585895,0.2259196,0.58301127,0.89047897,-0.26953778,-0.015870452,-0.46125767,-0.083214276,0.5618486,0.6688049,-0.74084014,0.3056468,0.3098719,-0.25831464,-0.74373966,0.1223998,-0.17173076,0.39567864,-0.5198836,0.9254532,-0.21304832,0.3301053,-0.4667544,-0.17998882,0.34686872,0.43133804,0.88379294,0.45966154,0.11105752,0.2798599,-0.43474197,-0.38434517,-0.5641259,0.17774121,0.3971107,-0.7920075,-0.5789466,0.21336345,0.994182,0.02917464,-0.37968996,-0.17804168,0.63330513,-0.31509793,-0.42764947,0.13292858,0.43664694,-0.07513708,-0.38331503,0.06988597
-23.25598,-0.56157804,0.24805187,-0.3996467,-0.9129461,0.3409449,-0.1605097,-0.0907133,0.15802187,0.009800553,-0.02181971,-0.5425474,-0.92052335,0.9987661,0.2441734,0.057741333,0.7582338,0.27195904,0.9324205,0.04953611,0.31170833,-0.16293764,0.05413255,-0.70163876,-0.436239,-0.026878618,-0.3456244,0.23740032,0.40729252,-0.5376762,-0.3202768,0.42985138,-0.33141112,0.4072316,-0.25595525,-0.2165866,0.053865515,0.1592955,0.36756876,-0.51399344,-0.56362003,-0.12107555,-0.34128982,-0.28760645,0.7831651,-0.81279737,0.59241486,0.35558423,0.65945506,-0.18227701,-0.36107042
-14.960868,0.31525666,0.05659878,0.3304676,0.7795351,-0.5815326,-0.88521427,-0.10400212,-0.4584835,-0.22201586,0.41796264,-0.28729582,-0.436959,-0.44997495,-0.24163045,0.9063444,-0.50544643,0.59343797,0.17324728,0.50919825,0.14826134,-0.34481436,0.61296064,0.0517095,-0.1286363,0.23443902,0.5760124,0.58272314,-0.06477136,0.03193423,0.24020468,-0.74671894,-0.8689078,-0.18622091,-0.3694996,-0.0749836,0.941338,-0.20007333,0.52705514,0.83929783,0.29229766,-0.5124585,0.5773774,0.19956315,0.58643705,0.014402935,-0.9930257,-0.7538919,0.99684167,-0.094300464,0.01259517
-14.780508,-0.4636865,0.72185,0.22536051,-0.4691266,-0.11118063,0.3228285,-0.1822302,-0.13231133,-0.230929,0.7779433,-0.47998896,0.47860458,0.014341836,-0.27463567,-0.32504717,0.03753619,0.8776921,-0.54167217,-0.24857914,-0.6314383,0.9217246,0.1994437,0.2745714,-0.63474524,0.20655575,0.12578179,0.50707984,0.04306596,0.23488581,0.20007053,0.17010665,0.19021828,0.25307375,0.19274896,-0.24827798,-0.79006183,-0.070843145,0.9753054,-0.66957146,-0.058849514,0.76381,0.27441105,-0.89315087,-0.10008703,0.48095438,0.30683333,-0.5602416,-0.58469087,-0.7790418,0.6428487
-12.415296,0.0058590844,0.0023771524,-0.98892516,0.9266702,-0.22900891,-0.47261187,-0.2160652,0.09278064,-0.37252894,-0.55361235,-0.030922124,0.5170743,0.09404007,-0.8908185,0.44542855,-0.20571296,-0.065662295,-0.04656242,0.680186,-0.4964782,0.34108782,0.21827324,-0.568173,-0.89052635,-0.5469839,-0.18168427,0.51531655,0.28039405,0.2781057,-0.8493451,-0.042663164,-0.62377363,-0.5224361,-0.07115352,0.21919738,-0.15177417,-0.13666885,0.10305466,0.93816686,-0.38450155,-0.37903148,-0.1892357,-0.103316665,-0.93374485,-0.5607926,0.2634952,0.21535157,0.66018677,-0.46959603,-0.84825987
-14.289102,0.8064702,-0.043296795,-0.24745275,-0.39384001,0.34134105,0.68712974,-0.39703935,0.3502421,-0.33029667,0.32393804,0.069840945,0.66903806,-0.40959713,-0.80984694,-0.0119079575,0.55459994,-0.33269116,-0.55729586,-0.16871524,-0.2503489,0.031761896,-0.18665914,0.92150533,-0.066122055,-0.18919887,-0.27924728,0.4483149,-0.8841935,0.17589864,-0.06886082,-0.09582572,0.5248656,-0.8767468,0.5183823,-0.88637847,-0.0117116645,0.4438275,-0.31560802,0.9394736,-0.32235202,0.15278329,-0.25988433,0.3094512,0.15267296,-0.39865118,-0.8377146,-0.6178266,-0.2478858,0.027425265,-0.44625843
