fitness,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13
0.6927052,0.50873184,-0.31617856,-0.020034406,-0.49600548,-0.89440566,0.27853006,0.6195831,-0.048007075,0.19994731,-0.108887374,-0.06409845,0.14921902,-0.2979668,-0.23837347
0.15154448,0.2845652,0.053866416,-0.16342516,-0.3299421,0.33037537,0.19468063,0.5875583,0.22235465,0.3159107,-0.42934316,0.6263236,0.156282,-0.20141019,0.10992835
-2.7394235,-0.9338262,-0.7643888,0.78716844,-0.63532645,0.91495055,-0.3842542,0.6293164,0.85468477,-0.19784924,0.22910413,0.09577535,0.6635057,-0.17382862,0.914476
0.84519905,-0.54445213,-0.19119522,-0.013826074,0.40418994,0.91531944,-0.54512304,-0.056910824,-0.33261392,-0.14744623,-0.5798098,-0.67015773,0.0058282614,-0.15278208,-0.91265947
-0.18107782,-0.24186565,-0.12020787,-0.49433625,0.07105984,-0.33108985,-0.25839332,0.123325534,0.84838164,0.015422232,-0.847646,0.16472766,-0.45169634,-0.65014005,0.93946093
0.52445066,0.9959725,0.6408985,0.6003529,0.44731683,0.04128731,0.38027772,0.18945138,0.23831254,-0.23196521,-0.52663183,0.45759416,-0.071270816,-0.20221478,0.5879082
-0.2802325,0.7036519,0.1973519,-0.5542919,-0.3259018,0.14013767,0.5017289,0.03086247,-0.028402055,-0.8814733,-0.32640135,-0.1331828,-0.76411074,-0.39172545,0.39447755
-0.17438704,-0.858151,-0.3091352,0.805824,-0.023549395,0.4193243,-0.99947804,0.23511763,0.24717157,0.8844568,-0.24530725,-0.059046507,-0.242815,-0.5587006,0.028127933
0.82306206,0.785538,0.41647807,-0.25484353,0.28793412,0.8747298,0.17097066,0.42005244,-0.040302478,-0.012467272,-0.28395805,-0.16604951,0.025831914,-0.20192869,-0.9232459
-1.7502669,-0.41150504,-0.55604327,-0.33365366,-0.3628241,0.3670799,-0.22909175,0.21725714,0.57302666,-0.14613685,0.23722933,0.55562425,-0.30267715,-0.49363366,0.08045443
-1.9193866,-0.5903416,0.47868592,0.72166157,-0.6269677,-0.34807485,-0.079962365,0.0524905,-0.03398122,-0.9470525,0.5419176,0.31265604,0.42003214,-0.37381732,0.17079894
0.19784531,-0.23594312,-0.59349483,-0.27161345,0.25622126,0.52882946,0.43924484,0.4249239,-0.059685826,-0.29573166,-0.5883006,-0.24621816,-0.55464596,-0.30576348,-0.087392524
0.33784142,0.054763317,0.5466578,-0.42811772,0.67437977,-0.42017034,-0.94421,0.7922606,0.7345299,0.1918304,0.646393,-0.26801738,0.11340252,-0.14078821,-0.7280076
0.8452135,-0.1052438,-0.88975203,-0.74938595,0.4175896,-0.35283512,0.6258607,0.30546045,0.025349855,0.032223582,0.7971014,0.9636177,-0.00975321,-0.07475504,-0.9766134
