fitness,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24
-1.8255728,-0.1303091,0.051732045,-0.2756025,-0.16326092,0.35439777,-0.41462505,-0.34161666,0.095301986,0.6629358,0.042378023,0.4426474,0.28151113,-0.43252474,-0.33827668,0.028399965,-0.35470307,-0.26465067,0.16851844,0.50542736,0.5995988,-0.87039894,-0.39469427,0.7755882,0.1802259,-0.22997496
-1.3908883,-0.5081311,0.69766635,0.607896,0.7636973,-0.9213957,-0.7352365,-0.8691183,-0.8205426,-0.12275871,-0.5553226,0.3319356,-0.63980484,-0.16352688,-0.70964426,-0.15993404,-0.34860387,0.9125861,-0.13298169,-0.5120234,0.13702595,-0.8234701,0.828763,0.2060002,0.54705644,0.55919516
-2.1091144,-0.6414983,-0.6280808,-0.5914801,0.1566205,0.28341025,0.43531197,-0.1892375,0.8053512,-0.6304724,0.0853342,-0.7513753,0.05581357,0.33658648,0.5687365,-0.18375084,0.50362784,-0.60466665,-0.8846927,-0.4137685,-0.49853343,0.3703848,-0.22921939,-0.33314732,-0.6715153,-0.004987836
-1.8798674,0.36490846,0.2573737,0.49825603,-0.38235143,0.46415168,-0.6897659,-0.16004956,-0.33871415,-0.585542,-0.969105,-0.7079387,0.010088652,0.30971158,-0.23397651,-0.4143114,0.25409976,0.70489424,-0.5223467,0.30205977,-0.4445824,-0.12322104,-0.6820091,-0.039517485,0.5255993,-0.08807143
-2.5081906,-0.3775738,-0.2765703,0.5493668,-0.032064557,0.26424938,0.97658277,-0.5431102,0.29136994,-0.28558806,0.6936815,-0.27527952,-0.43266875,0.23760869,-0.118861005,-0.27624422,-0.19136144,-0.3993272,-0.2909646,-0.3085674,-0.10277256,0.13917065,-0.2434599,0.2643382,0.13840473,-0.505037
-0.52950853,0.18156645,0.8703713,0.2560799,0.08756112,0.0066053947,0.3535022,-0.7145588,-0.5814758,0.25877672,0.19454719,-0.6745771,0.4307441,-0.5305861,0.019880772,0.28023434,0.6295841,-0.9084052,0.31933805,-0.63501674,0.1126544,-0.32690835,-0.856866,-0.09769967,0.19615412,0.22905818
-1.1823217,-0.3082091,-0.91031754,0.34533,-0.6084431,-0.52907026,-0.08971228,-0.017446518,-0.63953876,-0.35100788,0.3474335,0.12777318,0.81933534,-0.20000167,-0.67698234,-0.5138897,-0.2744994,-0.30114162,0.09417098,-0.075403005,-0.14317687,-0.05307167,-0.8612231,-0.88081783,-0.4178825,-0.788542
-4.6745577,-0.11666823,0.12360761,0.79919493,-0.986082,-0.15306275,0.44155458,-0.10603707,0.23133218,-0.10525894,0.6812793,-0.2779522,-0.5702642,-0.46123502,0.06874825,0.53227836,0.27081066,0.51341015,0.8987398,-0.18541588,-0.30203953,0.29345793,-0.48083794,-0.748307,0.35887066,0.010862547
-2.3004274,-0.3031609,-0.18972915,0.29854766,0.9974318,-0.0033701968,0.94333994,-0.075473174,0.056955382,0.002885597,0.6063762,0.69929874,0.40980077,-0.033263486,0.028833525,0.2526545,0.5052472,-0.51489455,0.38170123,-0.075284645,0.3169583,0.022781434,0.83756834,0.3887169,-0.8170779,0.6130742
-1.3902941,0.26754874,-0.20703161,0.5993874,-0.7850313,-0.09491565,0.30249745,-0.35375175,0.02940278,-0.46146592,-0.90162957,-0.36113667,0.27850923,-0.3627292,-0.32790804,-0.8057216,0.5912581,-0.09188155,0.4688057,-0.14018331,-0.13787882,0.12387925,-0.857232,-0.052782603,-0.7103816,-0.48569635
-1.5238376,0.11415622,-0.5770079,-0.0028051964,-0.2632038,0.8085781,-0.64644325,-0.18506613,-0.12202358,-0.24354056,-0.51255214,0.050852306,0.09590554,0.037503704,0.21416652,-0.028255105,0.6739046,0.009494834,-0.69032294,-0.6359415,0.22064574,-0.69871086,-0.11777656,-0.9415935,-0.27792704,0.25077993
-6.1160808,0.8852451,-0.483304,0.2124908,0.48613298,-0.28497213,0.7694761,0.78654957,0.92427355,-0.35509154,0.47509474,0.91041654,-0.6956221,-0.25392804,-0.16764984,0.28635868,-0.059233792,0.8965397,0.21777976,0.5605952,0.36964253,-0.49411374,-0.23545535,0.0013245792,0.7876721,0.1799178
