fitness,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13
0.040967688,0.48017335,-0.45428926,-0.26939264,0.372612,-0.5530372,-0.71574724,-0.52019495,-0.14074053,0.25318766,-0.44775003,0.9331889,0.17434798,-0.19878304,0.48108113
0.8316304,-0.6772601,0.24783376,0.5852542,-0.059266634,-0.11013602,-0.4439041,0.84717035,-0.24637602,0.38921395,-0.8829434,0.31856436,-2.5339136E-4,-0.11772544,0.119366765
0.45060495,-0.177036,0.9028049,0.0927887,0.09053038,0.05619935,0.8484619,0.6757713,-0.1861803,0.06861466,-0.22576126,0.23972219,0.013402724,-0.406769,-0.3122841
-0.37900493,0.3438611,-0.7684223,-0.11377273,-0.8799797,-0.70900697,0.53198725,0.12592897,-0.2612973,0.5145282,-0.13235603,-0.68292,0.22078896,0.5704344,-0.062030196
-0.7365376,0.5473495,-0.32775673,-0.030511722,-0.8019785,-0.30118728,-0.26937857,-0.8908558,0.7688208,0.014062838,-0.39065555,-0.36229876,-0.5050857,0.81556684,-0.030033862
0.47802925,-0.48699147,0.12539837,-0.49695167,-0.8423148,0.40815222,0.16176543,-0.7081683,-0.091516495,0.8667812,-0.8157554,-0.2377572,-0.05736658,-0.48095933,-0.296579
0.81852716,-0.2770344,-0.24603033,-0.04006225,0.58073056,-0.15553415,0.44568494,0.18767746,-0.05844857,-0.228246,-0.12457025,0.0039771795,0.013453879,-0.13929872,0.21444617
0.4995277,0.37305102,-0.108760945,-0.21652292,-0.27830896,0.13624625,-0.48125058,0.007700671,0.116085224,0.76106745,-0.20302759,-0.41060805,0.07448315,-0.1263587,-0.39197332
-0.38617775,0.19526611,0.18193406,0.5007926,-0.52193993,-0.030245943,0.25280976,0.04002765,0.66409504,-0.422168,-0.16778052,-0.5968684,0.39755863,-0.7324188,0.20144759
0.10144478,0.13712281,-0.34689626,-0.57232845,-0.38389528,-0.7826928,0.49644727,0.047848206,-0.116621256,0.19294925,-0.8201537,-0.69518316,0.25998744,-0.55273503,-0.13118541
0.11254206,0.19045196,-0.2988735,-0.04329104,-0.76392317,-0.0066796592,-0.9118434,-0.6549039,0.13227592,0.18236387,0.6789268,0.18399937,0.40286133,-0.6990464,-0.77033323
0.65430313,-0.5115055,-0.6676075,-0.06256481,-0.37978813,-0.24482453,0.078581,-0.864665,0.397825,-0.26312506,0.17741194,-0.30581835,0.051895976,-0.21987705,0.08700511
-0.2968888,0.2465292,-0.18652289,-0.25407466,-0.30157867,-0.6220176,-0.35598803,0.21831945,0.05811097,0.467378,-0.012642323,-0.23326825,-0.2152011,-0.295143,0.09205161
0.8370471,-0.19552211,-0.4629407,-0.6016487,-0.13368148,-0.17803845,-0.43245247,0.6390968,0.058296874,0.1332555,0.123435885,-0.20697938,0.010333869,-0.12214267,0.2965869
-0.28807652,-0.45115492,-0.5397524,-0.08561508,0.8539327,0.1188316,-0.9179163,0.131436,0.07898641,0.26872572,-0.6632044,0.28421432,-0.42550564,0.8319179,0.19245568
0.3190962,-0.5751954,0.07892696,0.08773341,0.59067154,-0.47110972,0.88785744,0.89713997,-0.36995038,-0.43164006,-0.36401424,0.016921759,0.24858248,-0.20080864,-0.83041644
0.45617932,-0.2080073,0.8284863,-0.73827666,0.6499514,-0.5179359,0.7761651,0.38816658,-0.24616513,-0.22884837,-0.9344762,0.07862842,0.25667557,-0.4699719,-0.5840349
-0.3437823,-0.48509693,-0.03804896,0.09737909,0.7614933,-0.86008775,1.4861814E-4,0.05751032,-0.16383035,0.28572485,0.47369376,0.80126274,-0.14983143,0.0301971,0.2634389
0.39614487,-0.050034046,0.50905734,0.43889487,0.090926625,0.04506081,0.58693874,-0.016904784,-0.10866249,0.6425222,-0.32284266,0.41359568,-0.07150805,-0.3197981,-0.05466962
0.8137426,-0.43523437,0.9370377,0.7634574,0.617322,-0.30986086,-0.39478317,0.18360223,-0.29587287,-0.22689325,0.08385563,-0.45026764,0.038542826,-0.13587815,-0.6542876
0.512822,0.2461286,0.24034016,-0.07835021,-0.5042038,0.28623492,0.46524197,0.9165814,0.5741907,0.08166766,-0.085686065,-0.32676938,0.19988841,-0.37642375,-0.19660944
0.3163125,-0.04062307,-0.20153765,0.136482,0.6664668,-0.40966845,0.64521056,-0.3086954,-0.5244865,0.4406051,0.41657323,-0.055165734,0.17190963,-0.17334226,0.28168938
-0.26753414,0.004140003,0.71807194,0.49445003,0.40047097,-0.63294065,-0.9832452,-0.018854037,-0.07629228,0.081189305,-0.85238415,-0.048954487,0.18213327,0.19961326,0.38696328
-2.0110862,-0.34776482,-0.18901676,0.25182232,-0.3585684,0.72078264,-0.0044281483,-0.6551053,0.5777366,0.2702411,0.10627639,0.16186297,-0.5711515,-0.6969269,-0.60235935
-0.6456487,0.19128048,-0.21129504,0.027642606,0.021357339,-0.047790036,0.8028666,0.3258944,-0.5725717,0.011776611,0.905089,-0.20769803,-0.38682026,0.94730747,-0.5460782
-0.19570461,0.123462826,-0.29564458,0.89145327,-0.6574635,0.08439879,0.3157622,-0.07142258,0.99756515,0.38434228,0.48677588,-0.68500465,-0.27184686,-0.34081513,0.6579864
0.21440007,0.8871059,-0.3580763,0.55060613,0.7432871,-0.76121277,0.44250306,0.002706057,-0.17216155,-0.4168209,-0.3372609,-0.18852322,-0.2368685,0.05288438,0.6521006
-2.2078755,-0.45038062,0.75103813,-0.7399276,0.10241128,0.32678542,-0.067029,-0.9940828,0.06995475,-0.77337307,-0.27796945,-0.6851991,-0.14777313,0.09649371,-0.09213732
0.83683705,0.18570252,-0.5778925,0.35837072,0.29688516,0.23175001,0.18612166,-0.533273,0.35549107,0.057677686,0.9886721,0.100122094,1.6880035E-4,-0.102742776,-0.5926603
0.050332412,-0.09188386,-0.69068646,0.5772482,-0.10559998,-0.07571871,-0.29156035,-0.014687474,0.18036011,0.007585174,-0.1747867,-0.012700796,-0.23854959,-0.2806509,-0.013657214
0.7897063,0.24976817,0.037422523,0.93699414,0.35976014,0.9211221,0.855607,-0.41356972,-0.54410595,0.06904924,-0.07265222,-0.5139546,0.023446249,-0.112438455,-0.15181978
-0.03929757,-0.69442016,0.34977978,-0.7391529,0.3343459,-0.02501657,-0.18644527,0.49902683,0.25886306,0.5471636,-0.55076575,0.053006988,-0.25798854,-0.15592232,-0.24402554
-0.25465235,-0.43126497,-0.96259266,0.63567454,0.3284635,0.37100524,-0.78867936,-0.4009066,0.6197873,-0.27201903,0.33464757,-0.022735715,-0.052248646,0.36169836,-0.12000776
-2.0216188,-0.6080263,-0.15299475,0.9078834,0.77733916,0.19636777,-0.29839835,-0.18437569,0.3843043,-0.043878715,0.84884953,0.6465611,-0.93576056,0.19020991,0.9317688
0.5926792,0.7964031,0.77745503,0.1164831,0.2215718,-0.8722231,-0.5220099,0.46958518,-0.20015602,0.6196572,-0.08782525,0.049180437,-0.025593244,-0.17700756,-0.33778235
0.85963815,0.038523555,-0.5427423,-0.17723595,-0.35957617,0.18228967,0.061282873,0.8042639,-0.4719852,-0.303034,-0.9102664,-0.072971515,0.034100298,-0.16549549,-0.49770683
-0.29845324,0.8138762,-0.62224066,-0.30455348,0.2624515,-0.2662552,0.77109075,-0.38782436,-0.93947256,0.44426742,-0.20183897,-0.7525266,0.3017588,0.28120747,0.035315167
-0.40265134,0.30246377,0.88621104,0.1681081,0.19453686,-0.47947934,0.1531711,-0.9691339,-0.5959429,-0.04811996,-0.7822348,0.50787336,0.16034417,0.38541713,0.540438
-0.42929137,0.40867442,0.0226149,-0.09530864,0.0013425241,0.22150958,-0.10017376,-0.16266079,0.012262284,0.67220724,-0.5329482,-0.3220373,-0.28809068,0.57518727,-0.18676165
-0.008292765,-0.054266334,-0.10737715,-0.84597564,0.22176333,-0.87026906,-0.064053096,-0.11831343,0.69170046,-0.16283606,0.46616873,-0.21346594,0.14372276,-0.10407865,-0.21174145
-0.3163646,0.20036352,0.08415065,-0.4058003,0.35544264,-0.5369172,-0.003451615,0.0600421,-0.48251218,-0.5303,-0.12866749,-0.10146376,-0.59899485,0.07561603,-0.4212044
-1.0230207,-0.11310732,-0.034860533,-0.3042987,0.103911124,0.25645906,-0.24337839,0.078484006,0.12966608,0.118244186,0.3796607,-0.3132049,-0.61792755,-0.26685566,-0.13588169
0.480013,0.6128216,-0.28126177,-0.47037676,0.41790262,0.008594321,0.4788956,0.74692297,-0.53455746,-0.9325899,0.13101143,-0.4319082,-0.05692744,-0.34928095,-0.49614984
0.8092385,0.4811553,-0.56119543,-0.7657612,0.66373694,0.7545366,0.24415338,-0.49529648,0.2745689,0.19066218,-0.30686173,-0.0125716925,-0.055253945,-0.12704755,-0.1790203
-0.18554471,0.11644246,-0.41139612,0.17716947,0.4713885,-0.13041131,0.142241,0.5300681,0.21620429,-0.009177329,-0.39717522,-0.33951503,-0.28404465,0.09264993,0.19172865
-1.1389881,0.7808238,-0.45191568,0.31979266,0.39310104,0.23730034,-0.25578904,-0.14307387,-0.8016637,0.037547868,0.9007552,0.52569276,-0.3657378,0.41907847,-0.79038537
0.28586158,-0.66948193,0.2747121,0.16504122,-0.668323,-0.86143017,-0.03320966,0.4497799,0.3925685,-0.013792038,0.22116476,-0.42851493,-0.056691837,-0.051642057,-0.06769633
0.033077475,-0.5748999,0.64088064,-0.24914576,0.6556997,0.65258116,-0.35182372,0.79924953,-0.14078698,0.24246046,0.50826204,0.5456283,-0.19429407,-0.694721,-0.13292204
0.102669,0.3945806,-0.82235414,-0.2011593,0.9628157,0.28441703,-0.0638928,-0.20989557,0.7996077,-0.31710756,0.70927954,0.2873328,-0.22987153,-0.42502716,0.4953586
-0.72232926,0.56432545,-0.31666997,-0.28801385,-0.2038561,-0.6978555,0.4603878,-0.33610344,0.0038519504,0.1546098,0.7662863,-0.7071585,-0.39996052,0.20544004,-0.4694639
-0.3169797,-0.30957314,-0.20652583,-0.9055693,0.5736512,0.29627857,0.09211424,-0.9038794,-0.6980808,-0.25087345,0.5718544,0.22039312,-0.36436105,-0.16658843,0.75174373
-0.18890971,0.01989776,-0.2160002,-0.8370778,0.950865,-0.08075381,0.5136124,-0.84920055,0.6645648,0.11063397,-0.98043877,-0.10432605,0.43046042,0.0077414038,-0.2176458
-0.36266685,0.008881807,0.08468616,-0.30075124,-0.009844814,-0.6217372,-0.09793685,0.19718565,-0.025600305,0.6155133,-0.241205,-0.12925804,-0.11771099,0.4428872,-0.64674425
0.83037,-0.20816073,0.03218721,-0.30100897,-0.5756134,0.599815,-0.85120076,0.32909158,-0.42170042,-0.007663236,-0.14434938,-0.71532786,0.018197415,-0.097639576,-0.4518258
-0.31771794,-0.7234545,-0.46468607,-0.27390242,-0.30381143,-0.5169094,0.024482558,0.13537689,-0.2642012,-0.95655197,-0.48496175,-0.7295112,-0.25113928,0.30856234,0.3936257
-0.23729268,-0.3949916,-0.9223449,-0.8077774,0.29931796,0.24329951,0.9708961,0.30691868,0.17390294,0.36060596,0.6507092,-0.29888982,-0.27568072,-0.42392063,0.42325217
0.4872838,-0.16065161,-0.26528442,0.810273,0.1242104,0.38462293,-0.17299941,-0.08067596,0.7728019,-0.2804594,0.15617272,-0.17344876,-0.18482772,-0.47835228,-0.9688367
0.50619054,0.3311576,0.12559521,0.12157326,-0.26243925,-0.29817644,-0.55055606,0.6933823,-0.5855212,-0.05680014,-0.006531346,-0.0057097673,-0.10572368,-0.08884758,-0.6783091
0.81159574,-0.30066735,0.25947928,-0.19397713,0.16674893,-0.043752573,0.9307581,0.20584035,0.058428526,-0.34703445,0.16494581,-0.5032423,-0.010657668,-0.15063381,-0.39008373
0.20179708,-0.23395588,-0.35236448,0.8915589,-0.6675732,0.49244234,0.08781366,-0.98713654,0.26884055,-0.02541852,0.69249845,-0.6557509,0.10458934,-0.09683585,-0.36661273
-0.264156,0.70387155,0.23721114,0.20644923,0.3246535,0.05741763,-0.97412825,0.6471666,0.7910921,-0.048859715,-0.44386095,-0.06726244,0.18484153,0.26780325,-0.83755755
