fitness,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49
-14.252688,-0.33322605,-0.18005967,0.76722115,0.12174535,0.758808,-0.72370934,0.68758047,0.04073721,-0.0646715,-0.2436631,0.29021,0.92305344,-0.34882596,0.15153435,-0.022920132,-0.14505364,-0.70012236,0.23915729,0.8507829,-0.7911984,0.82623595,-0.2679889,0.21196388,0.09420946,-0.2412162,-0.16023736,-0.13936917,0.5275386,0.64907926,-0.8540494,-0.28570032,-0.39208558,0.5297519,-0.8151167,-0.9877964,0.5719694,0.36255145,0.07554984,0.44879743,-0.39934906,-0.83811325,-0.38228732,-0.34723902,-0.19830441,0.007663546,-0.21257266,-0.37712178,-0.029541211,-0.33066288,-0.92454886
-13.079801,0.5460846,-0.06471008,0.21071647,0.88774437,-0.10074532,-0.6241262,0.2860435,0.22651851,0.145509,-0.31118864,0.18978266,-0.9776906,-0.8120657,0.13041031,0.24541713,0.009824735,-0.18214893,-0.65321326,-0.1913978,-0.42170435,0.07576492,0.8103958,0.41306084,-0.55693305,-0.7991038,-0.079463184,0.88603884,-0.5217468,0.06446098,-0.13733007,-0.08875953,0.675935,0.02331934,0.023302913,-0.47738734,0.6820855,-0.24036206,0.5732428,-0.4455172,-0.8589265,-0.15487671,0.039649606,0.19539739,-0.8504928,0.53298974,0.012482882,-0.29069686,-0.08788335,0.14088742,0.45393872
-14.521145,-0.30721366,0.28260565,0.1037496,-0.012366149,-0.11462952,-0.28682134,-0.9529358,0.4735402,0.5226556,0.29774445,0.27775142,0.39489606,0.09503916,-0.6214378,-0.25573286,0.8892821,-0.38612723,0.5373393,-0.17085803,-0.22861871,0.3647622,-0.10831509,0.8109001,-0.60703784,-2.8573457E-4,0.08340386,0.41032198,0.8604588,0.67626965,-0.3996868,0.44669604,-0.97968847,0.3889898,-0.72024,-0.9064633,-0.8527862,0.3692578,-0.6342411,0.10969386,-0.006140113,-0.27662092,-0.80325484,-0.47988316,-0.67397094,-0.1321522,-0.8555864,0.10023256,0.8380953,-0.1129232,-0.5727151
-15.947155,0.07637481,0.6005641,-0.59541005,-0.37313956,0.41114604,-0.082751036,0.33701667,-0.4784123,0.6981936,-0.92318916,0.23992419,0.17182025,-0.20557724,0.07715555,-0.2476871,0.7360187,-0.26047033,0.79091364,-5.543193E-4,-0.047284942,0.23347841,-0.2217022,-0.43940973,0.14733675,-0.631712,0.08222578,-0.06288167,-0.7310472,0.55634266,-0.7654138,-0.3459393,0.5770647,0.615282,-0.4405114,-0.34176543,0.6097371,0.28143883,0.28250143,-0.62046367,0.43251306,0.74801517,-0.21486971,-0.10656071,0.24475671,-0.025056124,-0.30280796,0.8315676,0.8388236,-0.30708885,0.15121268
-18.140936,0.3029618,-0.011505588,-0.7574131,-0.2399341,0.5299843,-0.3716526,0.55717456,-0.25991306,-0.21528748,-0.055321623,-0.863217,0.2849972,-0.76425844,0.3870971,-0.8732045,0.0880859,0.46604177,0.06677536,0.139928,-0.21981326,-0.5599758,0.77366954,-0.3639255,0.22068694,-0.27751258,-0.029936288,-0.49547252,0.13177611,-0.5581183,0.663563,-0.16793783,-0.08796937,0.14503753,-0.8720859,-0.046285346,0.21587157,0.070935726,0.773377,0.008386678,0.017469408,0.11046668,0.3747553,0.487671,0.19620414,0.5035567,0.04876876,0.42220682,0.08703752,-0.18179819,-0.42446652
-13.270604,0.3033316,-0.21375784,-0.7433304,-0.8812129,0.44628528,0.28842166,0.101909794,0.6907015,-0.230564,0.4487291,-0.2123379,-0.20154977,0.64250803,0.80255467,-0.21116753,0.08598089,0.06888154,0.43662158,0.4472356,-0.352178,-0.59930366,0.3501309,0.28872448,0.22328113,0.059265483,0.6098793,0.052372217,0.10182903,0.83113134,0.99583703,0.10930255,-0.18876505,0.71816224,-0.33011448,0.80636597,-0.5785625,0.40707415,-0.5074214,0.051959,0.24986622,0.632794,0.25379938,-0.020270048,-0.34317026,0.003521598,-0.80165774,0.32705522,-0.6352004,0.8287956,-0.17794323
-14.8547945,-0.11038458,0.4875419,-0.055513725,0.37322423,-0.83226746,-0.23115724,0.73448837,-0.25474977,-0.7778105,0.6072695,-0.6149945,-0.0010825177,-0.053315993,0.80374366,0.709823,-0.13289976,-0.40359935,0.76127684,-0.65167755,0.5220348,-0.15621722,0.24843465,0.5375832,-0.48636225,0.80119765,-0.5144752,0.12378118,0.09704052,0.16237548,-0.26371023,0.27494857,0.39110234,-0.20627667,-0.114783764,0.33359206,0.4146502,0.10217285,-0.14751798,-0.029191494,-0.04549794,0.05177083,-0.43408933,0.3655007,0.005794037,-0.6556021,-0.075955756,0.913563,-0.19170332,0.36670792,-0.047269702
-12.66145,-0.16045946,-0.0041022906,0.007906446,0.60654277,0.9104039,-0.52347004,0.26145363,-0.35438716,0.18362802,-0.37077817,-0.15848523,0.49923837,-0.038666725,0.4779674,-0.3751951,-0.1713833,-0.26519275,-0.48642325,0.590677,-0.07362536,0.24559528,-0.2818694,-0.33544874,-0.10683907,-0.5190503,-0.47607955,0.21770331,0.52965647,-0.49884376,-0.09851134,-0.28712362,0.36635783,0.393368,-0.81957364,0.2502054,0.12667476,-0.42131355,0.17695896,0.51321185,-0.2621019,-0.111770034,0.6948623,0.26003894,-0.47006607,0.6581844,0.09921062,0.1355018,0.5245156,0.5330258,-0.07106625
-14.806497,-0.7055907,-0.8234665,0.14509094,0.13418707,0.5897389,0.26862508,0.30082726,0.9510689,-0.7993945,0.36360577,0.12138809,-0.8499491,-0.42629063,0.2424438,0.6713228,0.59456635,0.014626265,0.290104,-0.72123754,-0.67998713,-0.23904686,0.40237862,-0.4656586,0.73265946,-0.85140646,0.056447618,-0.5954151,-0.5119504,-0.9742141,0.6103156,0.2063973,0.9594247,0.13169743,0.91158134,0.37689078,0.35284838,0.06336207,-0.13015983,0.4553199,-0.7559466,-0.24665654,0.23974319,-0.5149509,-0.39237678,-0.45286977,-0.0014767647,0.6273034,-0.12969613,0.024667978,0.45441452
-16.912378,-0.13727987,-0.028888822,0.16174519,-0.029580731,0.26931658,-0.05477414,-0.5041846,-0.9860947,0.040335532,0.52975893,-0.66161466,-0.15682793,-0.965236,0.38440183,0.87256753,-0.106018014,-0.06649605,0.0765636,0.0134891365,-0.5235242,-0.16975881,-0.30521324,0.26621556,-0.6761371,-0.29308373,-0.31052935,-0.82837343,-0.24838687,0.0639378,-0.5765522,-0.40817323,-0.627878,0.5937815,-0.4803022,0.67484,0.8226796,-0.09746897,-0.5786234,0.10308927,0.5820123,0.12561975,0.264141,-0.6228624,0.79533637,-0.067727804,0.78790885,-0.7842951,0.26739982,-0.11895974,0.062108178
