fitness,g0,g1,g2,g3,g4,g5,g6,g7,g8
-0.2763312,0.8304997,0.13367188,-0.29598975,0.5152272,0.33240145,-0.24601384,-0.51266474,-0.39594042,0.23461397
-0.2244621,0.32528073,-0.37838942,0.23946084,0.9958367,0.754886,0.5187592,0.29020098,0.2635703,0.10014711
0.83128947,0.47075537,0.6190486,-0.18109356,-0.6824324,-0.45654166,-0.65264803,-0.048750997,-0.030647319,0.29615554
-1.4878567,-0.07149708,0.057090662,-0.74448633,-0.74051565,-0.440912,0.3527096,0.41165724,-0.13027067,0.32304642
0.03160522,0.08131099,-0.08241725,0.9138254,0.5592707,0.4063937,0.090375304,-0.2869299,-0.5425356,-0.24191725
-0.18129244,0.36142457,0.14014137,-0.32035324,0.38954744,-0.42213345,-0.503544,-0.08981514,0.2907797,0.13879587
0.6633279,0.4440154,-0.7640615,0.997456,-0.63328165,0.16470914,0.28131136,-0.032236278,-0.1754994,0.529327
0.8448366,-0.3014032,0.35135868,-0.3207335,-0.26499155,-0.908865,-0.92903495,-0.008999779,-0.034998655,0.06764388
-0.1489911,0.7527823,-0.67278904,0.51123923,-0.45195997,-0.17268077,0.24299902,0.008348465,0.17088461,-0.35780016
-0.23058267,0.47036612,-0.3992111,0.31642127,-0.06877966,0.2478737,-0.124488704,-0.24970743,0.8424279,-0.20702226
-0.4928865,-0.17027065,-0.8276342,0.21743903,0.81866986,-0.45525724,0.016355483,-0.49666563,-0.048370056,-0.56186944
-0.20214319,-0.17292678,0.14098583,0.1687931,-0.3726297,-0.7139738,0.33339286,0.35035577,-0.01425821,-0.5646906
-6.454051,0.7753289,-0.31274462,0.8260968,0.38368845,0.7765001,-0.7582985,0.7774888,-0.102606855,-0.6681833
-0.2923549,0.4135439,-0.5671647,-0.3010081,0.74900305,0.47676358,-0.12616026,-0.2993376,-0.3101511,0.7461683
0.8762308,0.72890264,-0.77999264,0.5576189,0.0954839,0.52759224,-0.41791692,0.6270045,-0.8762594,-0.18079008
-1.1281612,-0.11426753,-0.72385544,0.3571466,0.1467127,0.637152,-0.5281221,0.5506224,-0.6156259,-0.6266253
-0.12537822,0.2218829,0.63387585,0.2612845,-0.660544,-0.04911413,0.25788125,0.48726013,-0.35568264,-0.609723
-0.0076967343,-0.06339514,0.45272624,-0.48560333,0.08380867,-0.16050793,0.33882234,-0.28382066,-0.40503097,0.22822006
-0.254864,0.020504504,0.6787734,0.5524031,0.010722089,0.8505365,0.40230498,0.378365,0.5330075,-0.59304917
0.8420072,0.38337022,-0.6375083,0.5418038,-0.64659,-0.13500711,-0.9178436,-0.064770326,-0.07862401,-0.6560521
-0.28288493,0.1693544,0.14151418,-0.18840125,0.6246756,0.2537,-0.1934033,0.43497726,0.40467623,0.63638717
-0.65446997,-0.066952825,-0.0061343694,-0.5504409,0.21444654,-0.66961914,0.27902234,0.48798576,0.9547095,-0.3727022
-0.3583687,-0.20553762,0.33016878,-0.6317593,-0.5993529,0.42631882,0.06541878,0.11316323,0.5620826,0.15824886
-0.26048762,-0.1960581,-0.73421377,0.027889669,-0.07879564,-0.043220162,0.24133722,-0.4255138,-0.40808937,-0.087288566
0.24843329,-0.15246652,-0.10697205,-0.07409592,-0.7999721,-0.5302677,-0.02521567,-0.12220655,-0.52329224,0.38995546
0.26330712,0.7770705,-0.4421133,-0.2232536,-0.7331696,-0.276688,-0.33064315,-0.70561606,0.123781815,-0.6009403
-0.24652255,-0.8064366,0.41005605,0.040335923,-0.44617426,0.49437428,0.3357804,-0.111811996,0.75309646,-0.062599435
0.60074455,0.67475605,0.7625998,-0.4513353,-0.08615336,-0.086963415,-0.14121032,0.12351135,-0.19584729,0.22276999
-0.80291766,-0.5590374,-0.35249293,0.5630236,0.09875092,0.24807176,0.31566408,-0.28568923,0.41689605,0.26070666
-0.3608392,0.40714118,0.9746263,-0.37752923,0.052040033,-0.4073991,0.28626978,-0.09106115,0.83193535,0.33466822
0.73246604,0.38209674,-0.29942644,0.9655298,-0.08512036,-0.07204614,-0.68246526,-0.26207912,-0.16338387,0.4904402
-0.56393415,0.029990554,0.007821569,0.095760345,0.5701316,-0.40718386,-0.30722484,-0.5116521,-0.09434523,0.12723541
0.41240206,0.6611099,-0.26338395,-0.53496623,-0.081883654,0.27695116,0.041546613,0.09909506,-0.31409782,-0.0610919
-1.4812217,-0.59589463,0.18577003,0.1706969,0.7352023,-0.24604963,-0.16017817,0.30379057,0.23744011,0.19513945
0.8384179,0.44019395,-0.45548978,-0.10103468,0.07262947,0.08552086,-0.5539577,0.0031096903,-0.040235143,0.9576477
0.8256319,0.90722376,-0.25541687,0.2693242,-0.49585134,-0.027196785,-0.3849535,-0.10329982,-0.039191462,-0.31134835
0.24559341,0.08348947,0.24754561,0.05655864,0.3725068,0.42014933,-0.8135444,-0.21995641,-0.11619357,0.5012448
-0.6923137,0.636451,-0.27382347,-0.056353807,0.30528924,0.19896689,-0.0019723459,-0.29368824,0.27890885,-0.4427302
-0.53833383,0.37244868,-0.61992025,0.14236048,-0.47143462,-0.01708995,0.25425386,-0.5499945,-0.2912804,0.24289638
0.6746658,-0.5192548,-0.11925843,0.27274504,-0.69446284,-0.14823687,-0.8113657,-0.14697833,-0.16285567,0.16932444
0.13572872,-0.04630529,0.38450915,-0.05658771,0.018493189,0.24280107,-0.2756718,0.066124976,0.013375132,0.056457233
0.47800463,0.92774683,0.2755271,0.4000633,0.40270618,0.13631316,0.082416,0.0754087,-0.3860775,0.45140818
0.77464515,0.3781923,0.51250094,0.24470496,-0.56062084,0.8807325,-0.26453605,0.38238353,-0.54817307,0.095767975
-0.37114826,0.16933703,-0.80802673,-0.38754964,-0.1399215,-0.41541845,-0.006712114,0.25839317,0.7266432,-0.0041466244
