Generation,Max fitness,Min fitness,Avg fitness,Variance
1,0.5006833,0.4935881,0.49471638,2.092533E-4
2,0.5006833,0.33568543,0.36251453,0.3351071
3,0.4942638,0.33568543,0.36000672,0.060851917
4,0.35904324,0.33237034,0.33694115,0.0077431696
5,0.3588469,0.22920103,0.24283397,0.12358102
6,0.35871956,0.22930722,0.32681054,0.12822406
7,0.34016836,0.22979856,0.27960843,0.06031798
8,0.37359425,0.26985157,0.35741183,0.1266445
9,0.37341157,0.26904953,0.29012898,0.098184824
10,0.28218064,0.2508095,0.2542285,0.006551294
