fitness,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11
-0.5878516,-0.19648299,-0.050288085,-0.5465224,0.47303554,-0.8746359,0.78032565,-0.16589898,-0.003995197,0.9039481,-0.5313215,0.9118117,0.4057267
-1.3934876,-0.4852898,-0.78733957,0.41839543,-0.5991528,0.44616234,-0.5866225,-0.05300045,-0.7765566,0.9328515,-0.43987215,-0.12388158,0.24979492
-1.4964393,-0.654498,-0.2184083,0.24721694,0.44076538,0.95511335,0.5020033,0.041679177,0.7071738,-0.36334485,0.41101214,-0.9253253,0.4970738
-1.4313313,-0.53515905,0.28033513,0.24894226,-0.45369068,0.4847055,0.66444933,0.7049163,0.16721076,-0.22946456,0.3717606,0.06113875,0.28597477
-3.6214538,-0.72476256,-0.22885388,-0.07078346,-0.15224503,0.22511388,0.043326933,0.96167487,0.97561353,-0.6618117,-0.19260924,-0.08538907,0.91221887
-1.598915,0.40903354,-0.28919682,-0.20062208,-0.8140918,0.4761167,-0.22959681,0.75692356,0.21098389,0.10336174,0.33834127,-0.31453428,0.44882387
-0.4374678,-0.031985044,0.17220056,0.34793845,-0.5012139,0.91990876,0.43919113,-0.033522293,-0.9357539,-0.16115919,-0.42430916,0.8349509,0.32384956
-1.0900023,0.16618173,0.22506857,-0.33050632,-0.5387939,0.2579174,-0.0147300735,0.012822084,0.26609316,0.43425727,0.057353377,-0.77875423,0.99900323
-2.017952,0.14891927,-0.40324873,0.59963864,-0.8164792,0.21334949,-0.7765505,0.020980367,-0.47439843,0.92520225,-0.15325321,-0.6446215,0.29649246
-0.5907642,0.02496624,0.37355658,-0.66193783,-0.48936534,0.10116434,0.6615848,-0.4095837,-0.64255697,0.706627,0.1971508,-0.1747266,-0.3883723
-1.9073992,0.62528616,-0.05859671,-0.72670865,0.31737798,0.06730103,-0.20705551,0.22223623,-0.13011844,0.054394137,-0.10867584,0.087491274,-0.6898357
-1.0588781,-0.47233024,0.75722045,0.01910065,-0.47274223,0.47482172,0.13200222,0.17469266,0.7133071,-0.05238366,0.9269712,0.64400834,-0.2805473
-1.8752785,-0.12436426,-0.073345296,-0.8664118,0.6041241,-0.71448404,-0.081228845,-0.15474741,-0.41300255,-0.14825459,0.04472506,0.08098423,-0.357679
-1.2377867,-0.5094283,-0.32674718,0.42669627,0.27983105,-0.37540713,0.72798854,0.93637204,0.04327642,0.60223496,0.91101074,0.39473617,-0.2580391
-1.3214666,-0.3387475,-0.3739518,0.14300568,-0.013775349,0.17734891,0.38564667,-0.37048045,-0.3396241,0.07551265,0.24222894,0.09031066,0.4189174
-1.2521485,-0.19552958,0.0151097,-0.107566744,0.42504066,-0.28344193,0.93653035,0.08047224,0.71953624,-0.39445493,-0.2400741,-0.07993196,0.3996917
-0.501315,-0.63917696,-0.51342964,0.44077224,-0.6376429,-0.076174386,0.20136714,-0.74177426,-0.5821122,0.8712083,-0.9595856,-0.45116624,0.6289879
-1.1917285,0.5551575,-0.7148001,0.38024572,0.30186352,0.35563034,0.2492322,-0.8091125,0.14363253,0.46961528,0.23146713,0.24813274,0.615384
-1.4087087,-0.17477232,-0.08821624,0.07995087,-0.17342536,-0.4325798,0.19508743,-0.4705901,0.3049855,0.006470668,-5.892415E-4,0.49390373,0.44268095
-2.0360343,-0.7251851,-0.030524552,0.608218,0.6985778,-0.55057126,-0.2991439,0.97930306,-0.21289134,-0.4162475,0.73258823,-0.4949706,0.6872529
-2.0476983,-0.23321958,-0.9423316,-0.071595706,-0.44892105,-0.031567708,0.31518796,-0.62766427,0.45369947,-0.20276286,-0.95308733,0.33329737,-0.6856672
-1.1899595,0.550465,0.44303066,0.04833412,-0.026859565,-0.15380546,-0.07466984,0.1277318,-0.07969499,0.6612274,-0.1103749,0.7825646,0.87928015
-0.36905995,-0.8345381,0.3394754,-0.031041674,-0.40715864,-0.81670743,0.98597455,0.11525262,0.09338105,-0.26828694,-0.028391004,0.34918216,0.091438815
-1.0348411,0.54525834,0.86364114,0.2550349,-0.30492124,-0.4649777,0.19114503,0.95650953,0.03133428,0.89594245,-0.6259597,0.04329248,0.4483286
-1.3307992,0.18118238,0.04756877,0.7801458,-0.6850224,0.0666634,6.7168823E-4,0.13329747,-0.8151441,0.9141541,0.34109047,0.7591324,0.06450352
-1.5466919,0.6374116,0.3447108,-0.2652547,-0.8622738,0.32899952,0.41201887,-0.17911254,0.4740439,-0.1530056,0.43348417,-0.30229002,-0.5595254
-1.4573158,0.21531169,0.09711744,0.52175856,0.43965936,0.16884224,-0.47470462,0.42401475,0.20191537,0.84019744,0.40758097,0.91621536,0.30736223
-0.5965743,-0.32264423,-0.67411494,-0.8141949,-0.05717358,-0.029995104,0.70948696,-0.2406978,0.32486078,0.5620752,0.33220944,-0.24246629,0.6538429
-1.1348587,0.9288948,-0.47787496,-0.087903075,-0.67875546,-0.6371156,0.44374838,0.4124522,-0.6994202,0.268641,0.5551884,0.2349842,0.51937395
-2.2606797,0.053290807,-0.45908618,0.96605647,0.5900652,0.86149305,-0.66377664,-0.18583687,0.6789494,0.05648702,-0.9722291,0.31325957,0.36175427
-1.8845358,0.2428708,-0.57457733,-0.74441576,-0.23852715,-0.25443697,-0.59489906,-0.27511024,0.11123819,0.19131158,-0.5978013,0.70586807,0.7781278
-0.9182129,-0.11597579,0.075683236,-0.8335356,-0.09163273,0.00398602,0.8063551,-0.0963372,-0.740631,0.060075853,0.33028334,0.8244486,0.48291457
-0.40890875,-0.11095658,-0.24797677,-0.84675044,-0.6044099,0.3649306,0.8972135,-0.31478405,-0.94833994,0.5638365,-0.19197619,0.2664145,0.4219236
-1.9642032,-0.2274009,-0.2478763,-0.562891,0.83119065,0.36600915,0.8768424,0.1468252,-0.6430205,-0.902493,0.23431084,-0.7248267,0.020637145
-0.9060558,0.10763991,-0.20885783,-0.6134538,0.25262392,0.6908189,0.22498162,-0.99716055,-0.53242,0.67588586,0.09728912,-0.9003185,0.28895178
-1.0868318,0.5468289,0.8955602,0.4389785,-0.5094967,-0.33920187,0.42930123,0.573625,-0.3035423,0.038617555,0.9127245,0.16840222,-0.77291113
-1.121602,0.037905805,-0.51395243,0.07104994,-0.9509228,0.25218427,-0.07010933,0.5199782,-0.21136643,0.7639605,-0.86319715,0.20097984,0.7469776
-1.9576341,0.38097462,0.6251875,-0.06688395,0.08730036,0.13019061,-0.21702856,0.040816005,0.24748743,0.66524315,-0.19899769,0.015157167,-0.62095165
-1.3812995,0.5598989,0.038340934,0.37958017,-0.67155915,0.12813447,0.35543713,-0.11823034,-0.062078252,-0.28110793,0.081125975,0.2040168,0.8113443
