fitness,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24
-14.053423,-0.5317896,0.13655663,0.21822105,0.54276913,0.12795372,-0.3558004,-0.11490407,-0.16091608,0.065184,0.21455547,0.12415617,0.79299104,0.23857996,-0.78821,-0.07590325,-0.17807138,0.25140297,0.16363265,0.20170535,0.3648988,-0.010880159,-0.12607646,0.8722588,-0.12586546,-0.9973389
-1.8030113,0.3080466,-0.30326095,0.3402081,0.2274787,0.23881805,-0.8310424,-0.16546291,-0.036039535,-0.18007164,-0.98552066,-0.10290148,0.16055736,-0.5434973,0.11482482,-0.6228077,-0.044464946,-0.6780164,-0.22163211,-0.29010257,0.13167346,-0.6217891,-0.2467821,0.26315573,-0.69641715,0.48431537
-2.2148874,0.32478818,-0.4725788,0.0772465,0.07557678,-0.10694604,-0.10825026,-0.5328944,0.014299326,0.19977753,-0.35218847,-0.39408514,-0.2684735,0.68163735,-0.8278849,-0.10343115,-0.29955998,0.6255283,-0.40711948,-0.09577441,0.43438828,0.4980152,0.24292022,0.095099196,-0.18678786,0.22652066
-2.3851004,-0.20373084,-0.4040641,-0.0252852,-0.82740575,0.67108846,-0.6973982,0.41216916,0.8003687,-0.43968654,-0.75668234,-0.33338997,0.19188032,-0.7797694,0.3551867,-0.095770635,0.20362523,-0.031888552,-0.057772752,-0.84193635,-0.31902865,0.28492862,0.07423662,-0.10023465,0.7597064,0.8785005
-2.4628112,0.5944911,-0.29815564,-0.011023707,-0.15075357,-0.51290005,-0.14809127,-0.8252108,0.8561887,0.53130424,0.3601876,-0.34999725,0.087151155,-0.8425127,0.62162393,-0.44219986,-0.7958447,-0.29996914,0.85393095,-0.8189638,-0.07460367,-0.34953657,-0.7609173,-0.77531344,-0.64677775,-0.057226263
-18.883207,-0.093761325,-0.09089402,0.054858126,-0.4467578,-0.42844543,-0.4787231,-0.09167862,-0.71520954,-0.43528327,0.6676806,-0.19959807,-0.2809628,-0.47434372,0.94853115,-0.16142069,0.35080257,-0.061166883,-0.017600158,0.268439,-0.23379211,0.4946559,-0.6281468,-0.81493837,0.18301514,0.6601137
-0.31241238,0.73214465,-0.11641085,-0.5273123,-0.23744489,-0.16681135,-0.86850524,-0.05530999,0.71502084,-0.1781063,0.96183884,-0.112149954,-0.051397324,-0.38824588,-0.5956304,0.39402834,0.63273615,-0.5867333,0.60001343,-0.3756785,-0.34094265,0.031454373,-0.856958,0.47433603,0.011380966,-0.22869183
-2.534203,-0.99377275,0.81043196,0.35708454,0.15077016,-0.99179,-0.11584128,0.15036297,-0.36581275,-0.33509272,0.46879283,-0.45079905,0.19014516,-0.11558489,-0.7142088,-0.35343003,-0.73735034,-0.29936028,-0.08960724,-0.4522973,-0.80463207,-0.22028705,-0.042164564,-0.22768715,-0.0844801,-0.23849466
-2.3780637,0.2811632,-0.50921774,-0.41589218,0.17713624,0.56542546,0.017259823,-0.36775038,-0.06881353,0.7942199,0.45690385,-0.26893032,0.19286183,-0.1729867,0.12981248,0.06397518,-0.20586528,0.07985143,-0.54073256,-0.5086623,0.7977059,-0.4335447,0.06958635,0.5417252,-0.3021883,0.14658384
-4.8766503,-0.040804043,-0.36266017,-0.24386597,0.39377192,0.28583312,0.6947938,0.3779439,-0.1791786,0.4191993,-0.78292114,-0.5857348,0.5019445,-0.5564993,-0.029695272,-0.513627,0.20356412,0.5677254,-0.3630227,-0.25507137,0.15519771,0.51173407,0.7732257,-0.8081667,-0.70881426,-0.6618454
