fitness,g0,g1
0.32755497,0.43283662,0.4899808
0.325636,0.6111006,-0.44337943
0.32782304,-0.6304933,-0.42134455
0.3265809,-0.696831,0.122457504
0.32846162,-0.77275306,-0.65180653
0.32792374,0.6304545,0.40447998
0.32745638,-0.13097145,-0.8834655
0.34657228,-0.84890544,0.5433687
0.35167134,-0.088683076,-0.69116974
0.32916802,0.59747505,0.85795385
0.32711178,0.23649505,0.34016556
0.35623243,-0.4557643,-0.5834077
0.33005655,-0.6478032,-0.9684015
0.3249227,-0.7677096,0.67484796
0.32906502,0.73437107,0.78538066
0.3265061,0.31975722,-0.2691264
0.32707748,0.45451328,0.09831209
0.3270145,-0.49227345,-0.2261678
0.3254681,-0.42138907,0.7715384
0.32887098,0.6662478,0.7854674
0.3262548,0.36984187,-0.3745221
0.3272907,-0.5545768,-0.20926715
0.3270933,0.12266564,0.49921554
0.33010578,-0.84610534,-0.90576386
0.35315344,0.24774496,0.5979169
0.3292612,0.9871643,0.694292
0.32686123,-0.18153304,-0.100507736
0.32419634,0.88550425,-0.7256126
0.32565588,0.66442233,-0.022233356
0.32806185,0.753995,0.46219826
0.32908106,0.65876937,0.82211876
0.32518822,-0.82291675,0.4028365
0.3276213,0.8227062,0.26309744
0.35502008,-0.1687111,-0.41485682
0.32702005,0.21399292,0.0017398596
0.32643425,0.7159806,0.026245767
0.32709777,0.6489445,0.167655
0.3516108,-0.09904782,-0.44082907
0.35873076,-0.52625984,-0.7299494
0.32756805,0.7601427,0.17424199
0.32580617,0.51098686,-0.42737347
0.3273241,-0.49049455,-0.2327717
0.32709882,0.45158994,0.061344106
0.32635877,0.45609644,-0.32549536
0.32701617,-0.09698927,-0.3471532
0.32711086,0.49693522,0.09648597
0.32756755,0.3695587,0.53975207
0.32815114,0.2922047,0.90119207
0.328608,0.827265,0.60110533
0.33017948,0.7303283,0.93470055
0.32732785,0.39900175,0.080309756
0.32745153,-0.86521435,-0.16585314
0.32719517,0.13732058,0.70370984
0.3267368,0.14371987,-0.22984025
0.32795522,0.65410876,0.5320485
0.32691398,0.06634998,-9.562169E-4
0.3266891,-0.107588895,0.5330456
0.3273565,0.22722408,0.6363635
0.32700092,-0.0823084,-0.450222
0.32843873,0.51127535,0.7820399
0.32664034,-0.115851894,0.42754376
0.3288757,-0.7167735,-0.7537116
0.32947496,-0.49456862,-0.9840234
0.32767934,-0.4213066,-0.45454836
0.3270679,0.10800333,0.49585494
0.32714579,-0.23961222,-0.13362682
0.32851738,-0.477808,-0.8027275
0.32722226,-0.072886586,-0.9170099
0.32756624,-0.94300663,-0.2478454
0.36003226,-0.6405275,-0.6697833
0.32775262,-0.6034442,-0.39353383
0.32725236,-0.23350108,-0.5723649
0.32741135,-0.3303854,-0.37395394
0.33062142,-0.97638774,-0.9197458
0.32691836,0.031247916,0.4768585
0.32641217,-0.70498365,0.19025618
0.3275408,-0.6303635,-0.13367443
0.32762593,0.6061041,0.32190707
0.32718262,-0.22081602,-0.37733012
0.32799035,0.8045412,0.00653079
0.3267636,0.07096862,-0.3629751
0.32728076,0.73227316,0.22045504
0.32840645,0.927193,0.57204086
0.32803068,-0.5102274,-0.6893398
0.32984287,0.8890673,0.8015364
0.32597494,0.34089315,-0.697279
0.3268481,-0.003673934,0.90787023
0.33019632,0.6722141,0.96161485
0.32669953,0.08453307,-0.52569544
0.32703102,0.06260812,0.7312267
0.32665995,-0.22438121,0.3006224
0.32682195,-0.15108202,0.022321325
0.32687575,0.07136286,-0.025122628
0.32694766,-0.16012582,-0.15054448
0.32769114,-0.8283389,-0.38666505
0.32703483,0.09227969,0.44463986
0.3270097,-0.15336522,-0.24291518
0.32706925,0.19661117,0.27235767
0.32908782,-0.48859486,-0.93098044
0.32698983,0.104280025,0.33505878
