fitness,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24
-0.44872344,0.044834852,0.29884958,-0.8170354,-0.41027057,0.27646306,-0.3381052,-0.20302497,0.7016315,0.48641333,-0.1923221,0.7228735,-0.10587275,-0.7766953,-0.29304117,0.38014713,-0.68092436,-0.7554436,0.16722953,-0.6899801,0.1197356,-0.61618763,-0.1824324,-0.6884917,0.6414534,0.77195495
-1.7581279,-0.720807,-0.102706306,0.6821742,0.025298992,0.56443137,0.16601442,0.060336933,-0.93220127,0.12445541,-0.2285219,-0.65204155,-0.059002228,0.17936645,-0.6259201,-0.8328207,0.6197336,0.79699033,0.133269,0.092711315,0.5364301,-0.32691598,-0.42150787,0.32439655,-0.25967357,0.13040207
-1.3158497,0.9740851,0.11326163,0.674769,0.0064866543,-0.4260801,-0.2611188,0.6139747,0.3010179,-0.41683048,-0.7252644,0.020082792,0.22235005,-0.01877312,0.2719581,0.44148442,-0.35871744,0.39701748,-0.35527766,-0.12197222,0.3941857,-0.59930485,-0.6825645,-0.004763961,-0.5714037,-0.19997302
-2.6250124,-0.7670652,-0.5565953,0.5285347,0.08494941,-0.68362623,0.4284948,0.25029618,0.34499553,0.19443187,-0.40311277,0.5624551,0.017002875,-0.26101983,-0.41086048,0.28164268,-0.025701242,-0.016075969,0.9163453,-0.0069332123,-0.43511945,0.18248783,-0.26114163,0.092818536,-0.617695,-0.08507771
-2.3951368,-0.44780257,0.4027729,0.036884647,-0.93684846,-0.029490385,0.40007114,-0.16807222,-0.052280664,-0.007135058,0.8116604,-0.09788017,-0.76315665,-0.28917432,-0.71440417,0.65699774,-0.6823914,0.40814215,0.5458731,0.24726723,-0.3596806,-0.20954342,0.7147827,-0.95013404,-0.52194834,-0.57188517
-1.7746745,0.6726174,-0.43777704,0.56379,0.071881026,0.21992032,0.79455227,0.1328418,0.70217407,0.34830177,-0.09351659,-0.22169304,-0.2594461,0.04252896,-0.001610402,-0.011221148,-0.83500504,-0.59031093,-0.3216302,-0.54039705,-0.36645144,0.03021752,0.35251677,0.9495085,0.32759476,0.04230348
-1.2111094,-0.6683137,0.5877017,0.16110557,-0.06663549,-0.060645685,-0.8281745,0.34140503,-0.5088367,-0.18886647,-0.0435867,-0.98424315,-0.029888747,0.38138193,-0.5616382,-0.52074754,0.4237456,0.7151055,-0.44276738,-0.5276032,-0.7448916,0.31426376,-0.33726382,-0.05447066,0.47357547,0.6389915
-1.2370559,-0.019567436,0.67824835,0.59044963,0.06329326,-0.6871535,-0.58841914,-0.38771003,-0.11269483,-0.4781602,-0.08029599,0.53126633,0.19438544,-0.55155,0.63674164,0.3012149,0.046372082,0.4721751,0.51096815,-0.5422217,-0.3668031,0.24599116,-0.3683138,-0.9750409,0.90674126,0.23759612
-0.84055436,-0.13835329,-0.55671203,0.06920187,0.2263568,-0.9837151,0.26736903,-0.6786205,0.16752441,0.27473646,-0.4991518,0.22892128,0.066961646,-0.2752113,0.6250492,0.15785982,-0.9693287,-0.541329,-0.26687005,-0.47988418,-0.015372671,0.60402095,-0.25846875,0.5974785,0.053041898,0.8328825
-2.1201959,0.11932494,0.2724899,-0.26383612,-0.08693868,-0.30357814,0.117967404,-0.31838843,-0.73040104,0.46254507,0.107460335,-0.81716496,0.075264096,-0.20179205,-0.5358515,0.08287373,0.4737319,0.32070112,-0.4767532,0.79022986,-0.46061414,0.41781017,-0.11889576,0.1963114,0.44339606,-0.75563323
-1.9544798,-0.4767276,-0.7151581,0.25893223,-0.33712137,0.11382279,0.9313187,-0.54926455,-0.13747491,0.38030526,0.5872155,-0.5299624,-0.44939476,0.033347122,0.4608434,0.61870444,-0.27327138,0.17390646,-0.26175147,0.046744213,-0.41159657,0.31377918,-0.2414298,-0.7873281,0.8148732,-0.27328348
-1.3950938,0.74294674,0.30117607,0.64415425,0.62895757,0.1570096,-0.17501904,0.24024908,0.22594842,-0.14855689,0.20845728,0.40264034,0.15570208,-0.23334795,-0.104399785,-0.37741452,-0.53188354,0.710751,-0.5493209,-0.35833156,0.9441309,-0.1618778,-0.9409661,-0.06100038,-0.15889847,-0.6801876
-2.4515927,0.7803932,0.7451423,-0.31558475,0.6115854,-0.4004175,-0.011452556,0.89031035,-0.655931,-0.9212161,0.39913484,0.018938541,-0.4397303,0.70847344,0.06933856,0.11581087,0.23820117,-0.25675768,-0.14001757,-0.4078077,0.87750995,-0.8372188,-0.5977639,0.11049401,0.4847405,0.12086097
-2.691407,-0.34655663,-0.5358725,0.021238446,0.35526928,-0.22849251,-0.8057643,0.022755386,-0.2419256,0.046446905,-0.79136926,0.58523023,-0.39849818,0.74793535,0.40214863,0.66736615,-0.09496093,-0.02371192,-0.67139775,-0.6707663,-0.5372073,-0.40514886,0.30709103,-0.7156035,0.07943335,0.6105641
-0.61257035,0.6135136,0.28494868,-0.5654926,0.76609665,-0.4476334,0.6657581,0.45431763,-0.648178,0.20006758,0.094420716,-0.09946863,0.73268306,0.59895456,-0.43115282,-0.73121464,0.08627081,0.6038913,-0.89049786,-0.5821351,0.89224297,-0.39633384,-0.59116083,-0.10718366,0.5527452,-0.5700401
-6.249869,-0.5357719,-0.14108548,0.0124361515,0.2262816,-0.66231304,0.02748467,0.5895881,-0.012709077,-0.22347724,-0.3332316,0.41858125,0.4302616,0.6083214,-0.7203517,0.5651361,0.4580313,-0.3572175,0.7352834,0.20845687,-0.70570326,-0.55318916,0.3934613,0.33979356,0.13626425,-0.25914988
-1.7934952,-0.33603933,-0.2034582,0.49614215,0.5668959,-0.55697376,-0.9279881,-0.20697422,-0.29030278,-0.3746055,-0.79040146,-0.35513455,-0.49779582,-0.49687538,-0.13506061,0.45958295,0.378629,0.12124658,0.551427,-0.09278476,0.36804485,-0.6676127,0.8134968,0.36979306,0.73100847,0.99104255
-0.59220105,-0.44022292,-0.7922266,0.389227,0.039284844,0.33840525,0.9206937,0.48027253,0.4367189,0.7036271,-0.03887561,-0.19717965,0.64474154,-0.28254524,0.6777641,-0.66563714,0.78681296,0.34274292,-0.16373564,-0.5517583,0.038953185,-0.4183357,-0.900776,-0.40320605,0.06891547,0.5334599
-2.3560958,0.38093957,0.4650048,0.32053736,0.07019216,0.0802655,-0.7436353,-0.6823261,-0.16367961,-0.20670472,-0.9204505,-0.3156734,-0.034023046,0.09345086,0.7891021,-0.45481366,-0.21600902,-0.1405319,0.69597393,-0.28298748,0.85639226,-0.034133673,-0.39677775,0.6304318,-0.57190615,0.20636287
-4.929666,0.84514064,-0.30392778,0.31587818,-0.081428215,-0.85061616,-0.8698383,-0.7572562,-0.24965967,-0.9745878,-0.062758446,0.20474124,-0.65152556,0.23016028,0.01804483,0.050014514,0.3252396,-0.5088977,0.06274607,-0.31793457,-0.76951647,8.660355E-4,-0.69629365,0.17409326,0.03625226,0.26741955
-0.5482075,0.066854715,0.28172418,0.49409476,-0.47381592,-0.9552476,-0.55859625,-0.7153076,0.2629182,0.115330175,0.0973833,0.95470953,-0.5520205,-0.4803549,0.29947254,0.69073915,-0.2282259,-0.36465448,0.24545951,-0.59249336,0.7067707,-0.16086642,-0.20591855,0.6704905,0.17699811,0.002167357
-1.1222615,-0.019283175,-0.3486378,-0.20988834,-0.45656046,-0.22863331,-0.23411848,-0.35813135,0.5368093,0.8297771,0.7011078,0.02161444,0.3131371,-0.14345556,-0.869218,0.22664271,0.15626334,0.47116458,0.696073,-0.46406844,-0.34686363,0.18440758,-0.7851726,-0.6030483,-0.55276114,0.7230142
-1.6209731,-0.4137479,-0.11610278,-0.19855571,0.7105194,0.6062821,0.5863395,-0.25518537,0.379807,0.6008475,0.17714745,-0.08519834,-0.13254067,0.12942822,-0.45810354,0.05830119,0.22098096,0.5023549,-0.86787844,0.15591331,0.9166821,-0.45159382,-0.94495773,-0.47687632,0.12371397,-0.6567113
-2.9259863,0.15243101,0.440601,-0.67652905,-0.77730405,-0.71350634,0.83029526,0.20635526,-0.12896281,-0.600635,-0.01856049,0.39475083,-0.58352023,-0.06428915,-0.3181578,-0.0029900551,0.38653493,0.014568302,-0.60569644,0.23862591,-0.0259034,-0.093743116,0.26039204,-0.056648184,-0.44444343,-0.28458005
-2.5795524,0.303008,0.8561559,-0.099958874,-0.31841964,0.6423852,-0.88490844,-0.8500586,0.09832211,0.19775628,-0.6624008,0.15609574,0.14336117,0.3082084,0.25878054,0.8102379,0.6728677,0.24848385,0.95203114,-0.55439204,0.45925158,0.9194377,-0.033111736,0.6985713,0.20106,-0.013961993
-0.36067227,0.2229496,0.12730664,0.22812437,0.08565408,0.68132365,-0.101657964,0.66981214,0.8133965,0.15807949,0.3648698,0.52272755,-0.13994399,-0.4306851,-0.6925298,-0.26842558,-0.40033752,0.6158488,0.242018,-0.28564328,0.67000264,-0.9612388,-0.80802655,0.18039966,-0.3763664,0.90093505
-2.5230641,-0.12772839,0.24617028,0.040800095,-0.061794642,-0.12597808,-0.81915116,-0.38475502,0.3102227,-0.6566043,-0.10844767,-0.04663767,-0.19102561,0.44486305,-0.2923886,-0.2196504,-0.8605795,-0.48235744,-0.77488315,0.16976365,0.26216602,-0.54145736,0.8569344,0.24005318,-0.67693853,-0.75077814
-2.6065645,-0.36922553,-0.5753615,-0.16751136,0.7825489,-0.24833007,-0.27253816,-0.25014627,-0.2688061,0.20863324,0.9660206,0.44232607,-0.8425094,0.65162265,0.4603715,0.0319978,0.774268,0.5855576,0.314019,-0.39522466,-0.35904503,-0.35445505,-0.86529136,-0.042482503,0.16653161,-0.8556524
-1.468517,0.4245249,-0.5280419,0.2386607,0.21324301,0.70833915,0.076940134,-0.6321657,-0.5332918,-0.16977632,-0.14518028,-0.03606063,-0.16620544,-0.44353783,-0.20316637,0.77808654,-0.33607268,0.5244268,-0.80835474,-0.6692617,-0.014167853,-0.69222444,-0.65361685,0.8673522,0.6224971,-0.31412166
-2.1581528,0.5646691,0.19108765,0.02556536,0.67542523,0.024983725,0.56826806,0.7662645,0.40709448,0.1397734,-0.5771738,0.65598476,0.41290984,0.8219358,0.23228562,0.038059685,0.95946985,-0.23114775,-0.6547768,-0.17643984,-0.5202484,-0.6308496,0.22525269,0.15438981,-0.158018,-0.7373968
-1.3710274,-0.74392086,-0.6921189,0.04088378,0.4458724,0.19912905,0.61641854,-0.5737505,7.993913E-4,0.118060485,-0.06801956,0.7966565,-0.30055097,-0.18240216,0.6220927,-0.1877672,-0.9657758,0.5782427,0.41618162,-0.9112111,-0.26010633,-0.74289,-0.5529552,-0.794476,0.23356068,0.07144916
-2.0516846,-0.8758642,0.06821103,0.5777917,0.928521,0.44158956,-0.05812302,-0.10667921,-0.82292545,-0.1164021,0.7395006,-0.62081385,0.4705796,-0.44882327,-0.032186747,-0.5400851,0.5147949,-0.5339896,-0.46838015,-0.21168916,0.3259709,0.103982754,-0.652329,-0.20843051,-0.62145483,-0.2113515
