fitness,g0,g1,g2,g3,g4,g5,g6,g7,g8
0.2149219,0.12527886,-0.17012332,0.09973991,0.04248023,0.011259373,-0.45417762,0.32795948,0.060477972,-0.9442212
-0.27012673,0.55314755,-0.71995974,0.10067816,0.4124019,-0.30303594,-0.24839416,-0.19515729,0.7328645,0.4530552
0.20421448,-0.43333554,0.37203306,-0.60526854,-0.64319813,0.89112383,-0.059319828,0.71671987,-0.6478669,-0.11044012
-0.36119592,0.68511564,0.35984528,-0.14611459,0.7944974,0.44564125,-0.077867195,0.20236337,0.76276517,0.7115771
-0.30783918,-0.23430157,-0.77256,-0.05879776,0.64035517,-0.50255746,-0.053622484,-0.25704715,0.45041305,0.03858636
-0.090793565,0.1757948,-0.060976367,0.1253092,0.6816703,-0.70221907,0.029025363,-0.2132771,-0.24851435,0.05356276
-0.17053677,0.16651845,-0.47874907,0.032995544,0.48136282,-0.1285009,-0.0767678,0.18930152,0.27003336,0.69268423
0.8509579,0.03617525,0.15125135,0.53385884,-0.37516993,0.06085835,-0.1048032,0.7674536,-0.852383,0.25011382
-0.46173918,-0.43811542,-0.13594437,-0.59138894,-0.61806905,-0.16084932,-0.92550635,0.7595055,0.5507181,0.03269279
-0.18290588,-0.65624005,0.5227394,0.7318374,-0.447465,0.44187927,-0.28674755,0.3830819,0.121411994,0.40227365
0.16856688,-0.8324069,-0.20666645,-0.03406444,-0.30371088,0.02672863,0.47237545,-0.016006708,-0.7588243,0.18088917
0.19664946,-0.18451169,0.48001647,-0.40045404,-0.29254532,-0.021836318,-0.8582412,0.53670514,-0.07389516,0.6466779
-0.3917014,0.72960216,0.5052885,0.027520427,0.70628774,-0.6029335,-0.5329474,-0.3302116,-0.12507008,0.063906595
0.6554127,0.37240204,-0.8672662,0.97442037,-0.54701656,0.05897212,-0.58235055,-0.18379776,-0.24574147,-0.20709355
0.64197844,0.66160744,0.8601138,-0.5745551,-0.077644944,-0.040985648,-0.12982786,0.74322885,-0.7535132,0.24183856
0.6361553,-0.27687833,0.37252986,0.16658938,0.32848004,0.05032873,-0.198235,0.6360407,-0.5228705,0.43895766
0.53416336,0.13505232,-0.48010552,0.7024034,0.76688415,0.25630435,0.16239893,0.041047465,-0.41090876,0.9940082
-0.19118223,-0.34325415,0.20729914,0.3790413,0.16137423,-0.32567987,0.25173342,-0.37144232,0.6263771,-0.25664234
0.2677584,-0.35970032,0.45877236,0.3175981,-0.46723214,0.32502708,0.2668631,0.5556047,-0.85817516,-0.29228368
0.5782131,0.49120405,-0.49212056,0.11573667,-0.7893764,0.5676178,-0.22984533,-0.056135327,-0.17085397,-0.6015291
-0.05738551,-0.052094605,0.13202778,0.19308378,-0.1865789,0.049277157,-0.058582664,-0.28440106,-0.26821408,-0.10836471
0.8376831,0.77169114,0.64901936,0.14884402,-0.15520896,0.16126187,-0.19744468,0.54208064,-0.5800029,-0.001892329
0.40575814,0.35610983,-0.77917063,-0.006887149,0.5762432,0.39911804,0.11392653,0.12831493,-0.5977001,-0.3750497
0.53479433,-0.65678763,0.12413931,0.027237149,0.25642568,-0.17726216,0.80433714,0.069010496,-0.3227708,-0.07668078
0.6298284,0.054303836,-0.99784464,-0.7014013,0.89340824,-0.1442369,-0.6232755,-0.074063614,-0.09495374,0.18651581
-0.22623464,0.3945798,0.23787172,-0.049828697,-0.45414156,-0.6114392,-0.40794912,0.4895807,-0.34461117,0.24521026
-0.3365594,-0.70399916,-0.21816155,0.4834433,0.40568697,0.22772904,0.8088141,0.17556208,0.9832985,-0.020792905
0.5929541,-0.6078986,-0.28025207,0.81048614,-0.15368514,-0.19578393,-0.86955786,-0.5403407,-0.31612894,0.16778892
-0.19362384,-0.508537,-0.09857709,-0.48830527,-0.26511672,-0.33317873,-0.3792571,0.12031006,0.21100372,0.27897263
0.85900515,-0.36187738,0.011381923,0.05645965,-0.3191533,-0.48799396,-0.85788107,-0.06176849,-0.06560592,0.02089283
0.7660498,0.18421917,0.23253663,0.67875576,0.16719976,-0.002847865,-0.7432303,-0.13342565,-0.018265367,-0.10629177
0.4600965,0.37570852,0.15675813,-0.33792436,-0.79466283,0.23023124,-0.4846747,0.15532169,-0.44592673,0.98770064
-0.23121959,0.07104258,-0.37144852,0.4270709,0.22131068,0.5074706,0.5173139,-0.0069989697,0.7137381,-0.8851402
-0.21349314,0.1835599,0.07796149,-0.66782606,-0.7142807,0.10624099,0.6566014,0.58088434,-0.17612872,0.9827675
0.21882536,0.30278844,-0.24041459,0.65444523,-0.67314404,0.41389403,0.5656924,0.44080728,-0.6179488,0.4086595
-0.31663078,0.20844658,0.9653627,0.35717964,-0.37005353,-0.32954836,0.06990819,0.76302224,-0.6709801,0.56601703
0.8432829,0.46498138,-0.01581233,-0.17517662,0.21330605,-0.014800283,-0.6774771,-0.03398764,-0.027176736,-0.110928446
-9.138662,0.25553635,-0.008466959,-0.6934895,0.55672246,0.63972723,-0.53078145,0.73461103,-0.31919387,-0.5440914
0.6965838,0.27358156,0.6951261,0.46717256,0.17317332,0.3317655,-0.1079129,-0.028001973,-0.16520858,-0.24256189
-0.38054344,-0.0066498043,0.96800727,-0.5873857,-0.28655002,-0.33399037,0.6188921,-0.42833504,-0.6566702,-0.2993815
-11.010023,0.07781952,-0.14867221,0.12587717,-0.3306925,0.35456666,-0.13934255,0.592032,-0.044062346,-0.69414896
-0.4382951,0.05191827,-0.13184726,-0.33958626,-0.6350061,0.9076014,-0.98842305,-0.09114961,0.99545395,0.09816718
-0.011121483,0.4871059,0.008899582,0.5353181,-0.51707584,0.9899942,0.17193997,0.41589028,-0.3931765,0.10815213
-0.13661873,-0.98595583,0.684682,-0.4238606,-0.19441605,-0.28818148,0.94340134,0.60743046,-0.4321217,0.2576878
0.8575747,0.8433018,-0.72539026,-0.050242696,-0.41549283,0.012264554,-0.82358927,-0.24200645,-0.029616255,0.65286165
