fitness,g0,g1,g2,g3,g4,g5
-1.6526055,-0.3767017,0.1974172,0.52843297,-0.46177727,0.07711113,-0.22721183
0.04886791,-0.12387586,0.8029449,-0.17893568,0.47324637,-0.18882637,0.18177061
-1.7336255,-0.64407814,0.3565941,0.57976234,0.13916118,0.18393277,-0.5528891
0.079349525,0.1968305,0.6441037,-0.7648904,0.71147007,0.64553183,-0.5541127
-0.17113285,0.23003209,-0.25564796,0.101136334,-0.09665048,0.36916038,0.75388765
-0.30975038,-0.028247992,-0.25462365,0.41092914,0.9341765,0.5685419,0.5454979
0.32991412,-0.018244456,-0.013393751,-0.754914,0.6765128,-0.34595314,0.50995827
-0.26429045,0.45465323,-0.09736302,-0.3562004,-0.06797424,0.27033502,-0.5192494
-1.8293892,-0.17908245,-0.018524839,0.38231242,-0.2693745,0.44518608,0.16812477
-0.26102,0.16187286,-0.38844714,0.1252569,0.50946856,0.9663773,-0.5841936
-0.22267203,-0.25038671,0.41994062,-0.6850497,0.014669019,0.6350644,0.4715605
-0.52789116,-0.024580685,-0.64183074,-0.6041823,0.10850884,-0.63290435,-0.45514244
0.31277123,-0.46156853,-0.07919014,-0.93203574,0.23232485,0.10683351,-0.16072156
-0.1989511,0.5216075,-0.22850099,-0.22334418,-0.111934185,0.16546334,0.045019627
-1.720013,0.20260958,-0.47718382,-0.15925106,0.3929071,-0.044517636,-0.3265631
-0.19000185,0.19068283,0.6719442,0.3122291,0.058862165,0.2561698,0.69161195
-1.0619663,0.36167496,0.41722205,-0.164958,-0.085915804,0.12954825,0.78111553
-0.2238876,-0.25900117,0.9818406,-0.026074525,0.68668985,-0.15303326,0.8151071
-0.27807182,0.34686923,-0.015720138,-0.43882698,-0.20701568,0.7742323,0.4573386
-0.3506943,0.5798991,-0.33838975,-0.85198355,-0.35446608,0.69601357,0.5072503
-0.37452498,-0.99520916,0.066803604,0.20714521,-0.11537349,0.21847318,-0.73432255
-0.29360497,0.8846492,-0.6752436,0.8520791,0.1597316,-0.4787546,0.5576964
0.33365527,0.7625984,0.014800002,-0.89667654,0.41593885,0.023583293,0.117567085
-0.103972204,-0.5014961,0.13553806,-0.18634823,0.2842638,0.13425641,0.12925261
-0.6855494,0.5108573,0.26711786,-0.5802855,-0.27491578,-0.07566278,-0.40163976
-2.724179,-0.43298584,0.8981075,-0.41977116,-0.4845246,0.5834446,0.83669114
-0.09311765,0.33904868,0.7544014,-0.2880859,0.061382074,0.15238163,0.21206342
0.12076764,-0.19920363,-0.84314233,-0.5388458,0.5379801,-0.27493185,0.3744523
-0.19859703,0.62049085,0.21791795,0.006154085,0.7420076,0.9154853,-0.2654004
0.4035382,-0.070870996,0.80423146,-0.6931431,0.96115047,-0.2081646,0.22879563
-0.102067605,-0.09947687,-0.30633757,-0.27053222,0.70677745,-0.030707961,0.39512444
-1.737689,-0.5215317,-0.3794906,0.2550621,-0.8076495,-0.41274023,0.013725145
-0.20559688,-0.93332094,-0.21516082,-0.22803794,-0.19684687,0.41940156,0.3325617
-0.2076751,-0.3808257,-0.22800218,-0.005631566,0.30814156,-0.014019012,0.5113643
0.46090207,0.2785762,0.3166116,-0.8845462,0.889469,-0.06017609,0.14777184
-0.23320639,-0.56393677,-0.4060899,-0.3013989,0.35453096,0.7064341,0.7000149
-0.15572907,-0.69023204,-0.19637418,-0.585767,0.88139784,0.68348694,0.06446196
-1.4224958,0.019587846,0.09499951,-0.6634913,0.6916531,0.07938041,-0.5800609
-0.19755073,-0.5581328,-0.68091226,0.043062568,0.3274819,0.1533383,0.44441321
-0.07829062,-0.8331922,-0.9863563,-0.36835268,0.35588333,0.4799864,-0.19389984
-0.66655993,-0.46931657,-0.039949775,-0.8009679,-0.68099433,0.54342127,-0.1097192
-0.21971196,0.055038266,0.7927313,-0.8415575,0.30984142,0.9774755,0.62996984
0.08616818,-0.4017541,-0.23349488,-0.40118098,0.9210232,-0.3285366,0.27858433
