fitness,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24
-1.1392608,0.26891142,0.5144208,0.18029831,0.16379309,-0.13706547,-0.17871656,-0.10648606,-0.6598487,0.31832588,0.27513793,0.79429644,0.35013014,-0.09340485,-0.17260706,0.19553146,0.3132756,-0.29450178,-0.91173327,-0.35618505,0.98630947,0.40582716,-0.95542514,0.5272051,-0.3207681,0.5387499
-1.6264665,0.35901532,-0.3167995,-0.52084595,-0.32457602,0.32632092,-0.063229665,-0.3213084,-0.5256327,-0.07519025,-0.8951903,0.9052586,0.43578023,0.56246066,0.7220728,0.3621825,-0.49699345,0.4896504,-0.84654427,-0.5602683,-0.041721493,-0.71426004,0.39156836,-0.6389394,0.72731274,0.42418832
-2.5918455,0.6685807,-0.24873556,-0.35407436,-0.65810037,-0.12628514,-0.8655963,-0.14108543,0.078308776,0.39462462,0.29427552,0.15261078,-0.6451202,-0.6599397,-0.24207816,-0.6168315,-0.35594893,-0.021154057,-0.7718677,0.6601985,-0.5305944,0.042918883,-0.14642875,-0.14982104,0.5454365,0.047197115
-0.9972989,0.033474747,0.7530033,0.38425913,-0.8319893,-0.642907,-0.64957815,0.081349455,0.6926702,-0.15623266,-0.5260599,0.57726854,-0.5099724,-0.7877968,-0.020439537,0.105896644,-0.12547842,0.8495471,-0.94236034,0.66879135,-0.67803955,-0.013838768,-0.9433753,-0.08034571,-0.5352243,0.5378425
-2.6310465,-0.444805,0.19329235,0.350855,-0.83287424,-0.4143511,-0.39838165,-0.3892108,0.077146664,-0.024636112,0.3701388,0.0419122,-0.4277865,-0.12645143,-0.10691321,0.6610746,-0.51704293,0.75199413,0.60629636,0.8331877,0.16322142,-0.77142256,-0.023621485,0.15041535,0.015985847,0.17095634
-9.038046,0.025304668,0.6328724,0.27385086,0.13398363,0.07595478,0.532566,0.32591173,-0.5520685,0.056096192,-0.6215306,0.17620887,0.5407446,-0.44984996,0.31917417,-0.39551675,0.05524023,-0.4721399,-0.7461398,-0.19798638,-0.18499796,-0.08365671,-0.6893692,0.21777952,0.3615282,-0.2814357
-1.7908487,-0.07320613,-0.025257587,0.5573525,-0.4973364,0.46624622,0.4595821,0.39342806,0.82567865,-0.2134691,-0.4401017,0.08594622,0.58725864,-0.83811754,-0.24998835,-0.46734664,-0.16521962,0.05520216,0.06852358,0.14579669,-0.30126655,0.20094219,-0.06946333,-0.4734799,0.20091462,-0.4774093
-1.4529642,-0.18088688,0.08714444,-0.43498448,-0.855193,-0.021917343,0.5198249,0.36870044,-0.20681228,0.27090803,-0.24275143,0.4899372,0.5049523,-0.43516588,0.5807549,-0.8864928,0.19311045,-0.072207026,0.1985885,-0.08553302,-0.57500905,-0.3451502,0.31910822,-0.4490757,-0.53173465,0.55166954
-1.878825,-0.1482104,-0.14341886,0.053151254,-0.35112277,0.84007376,0.14016595,-0.24502096,-0.39755735,-0.16194987,0.18140984,0.701889,0.21696174,-0.4189541,-0.16299456,-0.907657,0.88122046,-0.08337894,-0.81554526,0.4939187,-0.3320702,0.47007668,0.06581201,-0.36630452,0.24315734,-0.9096642
-0.62608194,0.11206949,0.60460955,-0.22074105,0.2986072,-0.2235356,0.3348415,-0.113663316,0.3727845,0.8591844,-0.17769204,0.23673129,-0.21651417,-0.77575856,0.94903344,-0.5978486,-0.31396008,-0.52096415,0.3148809,0.10504713,0.13523522,0.263032,-0.58227146,0.25697926,-0.82448053,0.75673634
-1.0321794,-0.24202392,-0.06532719,-0.2140909,0.97711235,0.93404233,0.86787343,0.2459079,0.5003289,-0.23602036,-0.17746997,0.5714689,-0.422031,-0.63894707,0.038343415,-0.701344,0.96148425,-0.26469436,0.2577852,-0.58189446,-0.08719373,-0.1989665,-0.013644695,-0.65789783,0.44856143,0.22668077
-4.2776465,0.15156534,-0.20848867,-0.31262606,-0.10885204,0.2357447,-0.41300026,0.7490276,-0.9801123,0.592728,0.683331,-0.41463315,0.5395242,-0.33783394,0.32236022,-0.7420009,-0.09472701,0.47293872,-0.060989235,0.053388193,-0.4780533,-0.22226295,0.59301955,0.54201,0.56697035,-0.12302875
-8.819474,-0.44433656,-0.7034266,0.5982159,0.5524124,0.95641285,0.14463085,0.010382887,0.82455856,0.24319693,-0.60526836,0.21255732,0.036687925,-0.059128284,0.47484988,0.27653247,-0.50846994,0.95833504,-0.030327916,-0.5857906,-0.21933348,0.4502952,-0.2671833,-0.66150445,0.69362825,0.17170152
-2.824703,0.27684048,-0.08604104,0.37474984,0.018303394,-0.3891324,0.11859286,0.25556284,0.496022,-0.44041792,0.5450571,-0.45189497,0.48712382,0.37782383,-0.73455167,-0.048336104,0.1527096,0.59672165,0.032804195,0.24488102,0.22226429,0.2042756,-0.6036889,0.6013803,-0.601923,0.20093942
-1.4685986,-0.11566117,0.28256416,0.32524794,-0.0941577,-0.9616471,-0.2625258,-0.04359901,0.22544263,0.014902111,-0.019870864,-0.45267352,-0.6612148,0.67586946,-0.48671207,0.3164078,0.13180868,0.95749444,-0.67500496,-0.80323195,-0.08244325,0.013712502,-0.5497547,0.839492,0.95043147,0.16054508
-0.84872574,0.22438702,-0.3933274,0.73984313,-0.025737643,-0.14093447,0.74454445,-0.379745,-0.50096446,0.17721215,-0.73269045,-0.54495615,0.51427567,0.8655391,-0.5725599,-0.09179891,0.42183715,-0.23660651,0.14748847,-0.29509464,-0.71464825,0.24224949,-0.870331,0.49864978,-0.7113867,-0.32211062
-2.2291846,0.6832807,0.5013294,-0.49351326,0.15962589,-0.61304533,-0.04868673,-0.5881363,0.18054418,0.35244396,-0.92543113,-0.34425908,-0.6910826,0.5328646,0.26960123,-0.51193434,0.59153247,-0.13488325,-0.15615578,0.4016713,0.5596288,0.46608973,-0.42031044,0.9566413,-0.090985,-0.015896248
-2.219258,-0.30318937,-0.16864067,-0.20868385,0.51754606,-0.018983211,0.74798304,-0.19680393,-0.019095492,0.23013034,-0.66499335,0.2041567,0.6637769,0.25563434,-0.75093937,-0.16484053,0.53210855,0.26303485,-0.08146371,0.5323513,-0.76810145,-0.49421337,0.04006356,-0.17107773,0.31444794,0.22227214
-1.2325492,0.22359729,0.32066536,0.112646244,0.05878284,0.095620565,0.33919215,0.41982552,0.46951658,0.4173904,0.45956254,-0.48310795,-0.38795543,0.37911117,0.15611057,-0.020741701,-0.4415063,0.06669252,-0.5884622,-0.24694309,0.39322716,-0.30788884,-0.9818792,0.046641458,-0.23625003,-0.26939878
-3.2411065,-0.76501036,-0.55638885,0.17882001,0.04997518,0.7814232,-0.31033248,0.032000486,-0.37015018,-0.074135765,0.02888864,-0.5856804,-0.35325646,-0.370854,-0.24073601,-0.48947406,0.12569521,-0.4246191,-0.41581643,0.68918395,0.12648591,0.75330967,0.043084566,-0.7763462,0.75813204,0.42249212
-2.5634534,0.6336666,0.036344886,0.180664,0.9823887,-0.023548735,0.9447663,-0.5813155,-0.3036947,-0.7187548,-0.75566715,0.23215674,-0.8782725,0.0531635,0.34052625,0.21426742,0.050979476,0.17307594,-0.5150927,-0.97450024,0.75521153,-0.18835801,-0.21689504,0.14029527,-0.29511437,0.57346606
-1.908869,-0.58601373,0.2874129,0.7132273,0.7175965,-0.77899754,-0.52045715,-0.13307272,-0.19450729,0.5662648,0.17346139,0.23815146,0.08770106,-0.24923038,0.16972151,-0.50773776,0.08896912,0.5707803,0.89883524,0.22263092,0.5949162,-0.32576317,-0.9157164,-0.567018,0.1482179,0.37639436
-25.906715,0.375341,0.12195254,-0.4674384,-0.73834443,0.13513792,-0.3481191,-0.31149447,-0.5884271,-0.8139248,-0.33674023,0.62994456,-0.6434082,0.24591154,-0.16693056,-0.73714185,-0.35495654,0.1609108,-0.20269036,-0.8025118,0.284535,-0.7221888,0.018496396,0.16158861,-0.342436,0.084623754
-0.33671653,-0.23641627,-0.10543749,-0.74508536,0.45819947,0.99728507,-0.73846024,-0.36088213,-0.06314671,0.09672186,0.552377,-0.08871467,-0.15450141,-0.7320548,0.6492851,0.037120372,0.51023775,0.5965426,-0.21364978,-0.8914645,0.23343526,-0.73226345,-0.85251623,-0.5815431,-0.24371924,0.059994675
-1.869711,0.11216891,0.109950304,0.55182046,0.08723166,-0.031383898,-0.3650186,-0.0038147168,-0.28106642,0.8903671,0.22537467,-0.7606422,-0.3431427,-0.18905091,0.57444125,-0.20977405,0.3822719,-0.81812406,-0.3420452,0.9234086,0.8271257,-0.087059565,-0.23030436,0.31705526,0.16673051,-0.6125493
