fitness,g0,g1,g2,g3,g4,g5
-0.12644851,0.70333064,-0.7314587,0.24948251,-0.44153547,0.7818086,-0.11669252
0.50942636,0.09455092,-0.09463411,-0.71136886,0.8034287,-0.093897715,0.21485408
0.52695006,-0.2417921,0.12611794,-0.7373331,0.4227232,0.039218068,0.07910868
-1.5679672,-0.11947991,0.6321345,0.9212778,-0.98418415,-0.26650807,0.27980408
-1.3248335,-0.15329576,-0.124946594,-0.08337322,-0.5639087,0.25267678,0.025612846
-0.60910505,0.09405146,0.70836914,0.5574145,-0.11819164,-0.31880042,-0.49897543
0.1899843,0.4080722,0.058994412,0.47396484,0.25701183,-0.2228283,0.08090696
0.12188224,-0.8886812,0.049171563,-0.9605376,0.15762271,0.52652144,-0.14900239
0.058797117,0.2440672,-0.7754919,0.54898584,0.420224,-0.053482335,0.1866039
-0.43874314,-0.42819196,0.5149371,-0.7405827,-0.15437806,-0.80558634,0.9239566
0.38399237,0.14847408,0.6453669,-0.5219823,0.6535082,0.3099855,-0.12306094
0.098527744,0.62387073,0.3597062,0.69164544,0.11420602,0.43950394,-0.52298754
-0.23971687,0.025387354,0.5475761,-0.66527563,0.09963417,-0.2498872,-0.6811963
0.113097265,0.13902524,-0.26927236,-0.28415856,0.14687687,0.58361423,-0.516793
0.2214078,0.3749044,0.036204603,-0.34706438,0.49474669,-0.41744593,0.5421029
0.41818202,0.11993352,0.092422634,-0.8958857,0.3729526,0.24937262,-0.25407764
-0.58984613,0.37527823,-0.6229382,-0.44473055,0.64995575,-0.26527542,-0.61426604
-0.106004626,-0.75933266,0.100477695,-0.016756535,-0.1490959,0.1927876,-0.31247842
-0.47128975,-0.46987715,0.1250271,-0.96295017,0.7347755,-0.87656975,-0.59589374
0.09643456,0.58508253,0.39923802,0.49221143,0.5098551,0.39752096,-0.1444776
0.4910297,0.25089508,0.8287811,-0.9018138,0.4674489,0.063501075,0.05851833
0.08204897,-0.54694545,0.5303536,0.51569504,-0.029552225,0.21851574,-0.9112183
-0.096044786,-0.07594497,0.30451348,-0.26958463,-0.15807125,0.30436617,-0.61840945
-0.63462985,-0.7627316,-0.4590929,-0.7391545,0.87208474,-0.32887948,-0.4746654
