fitness,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49
-15.609921,-0.49818105,0.67583,-0.48830914,-0.99221945,0.036718607,0.9327037,-0.33889577,0.38257775,0.41278523,0.36983275,0.8276278,0.3504228,-0.25199756,0.5053672,0.6632305,-0.29870012,0.49795166,0.12181355,-0.21085754,-0.75013816,0.3034325,-0.19727194,-0.70900154,-0.090072714,-0.716927,-0.41939747,-0.32005823,-0.58453006,0.5182643,-0.09770595,0.2116932,-0.0788542,-0.016599638,-0.27570054,-0.3249183,-0.043994904,0.08990195,-0.18811488,0.17641565,-0.3399692,-0.91331697,-0.16369474,-0.27789348,0.038805727,-0.523219,-0.09756359,0.7530674,0.12848066,-0.35963863,0.6240977
-12.8208065,-0.9710419,0.6196685,-0.8175823,-0.85201997,-0.061377503,-0.21165207,0.60409683,-0.09356308,0.27660957,0.69264966,0.8865767,-0.53978163,-0.16899407,-0.048930135,0.9441335,0.17353155,0.72175604,-0.13235375,0.87012243,-0.24851093,0.5092557,0.37597415,-0.53290147,0.031075336,-0.5542984,0.8067009,-0.4530855,0.3581458,0.021103293,0.6714342,-0.110586405,-0.18649808,0.5504409,-0.3985982,0.12610273,-0.5868636,0.21367839,0.30295703,-0.2560029,0.13275434,-0.8898897,-0.3452496,-0.38709998,-0.3956937,0.46350437,0.729364,0.9054319,-0.23712707,-0.18269522,-0.6697036
-15.593668,-0.013802052,0.060345937,0.62914497,-0.3757885,-0.43397984,-0.5571994,-0.6162621,0.47658634,0.36123493,-0.7717992,-0.036577296,0.2236799,-0.4563518,0.26991183,-0.33274093,-0.6297403,0.018883277,-0.18916893,0.16134463,0.3578001,0.078906655,0.49891645,-0.8523129,-0.21454713,0.30236277,-0.08484593,0.16333254,-0.5229775,0.35767287,0.970039,0.16713826,0.29565766,0.32332614,-0.11631597,-0.8709448,-0.31867266,0.6510031,-0.92168266,-0.22820961,-0.69132406,-0.098385304,-0.85505664,0.036773123,-0.054464813,0.20022355,-0.7941272,0.43669304,0.62007415,0.80190617,-0.1439954
-14.340111,0.59680426,-0.65492654,-0.19126059,-0.22077012,0.09574592,-0.8565805,0.018241534,0.053498838,-0.38975152,-0.048224904,0.018443346,0.42224008,-0.36898014,-0.47680786,-0.17924157,0.7078097,-0.7198319,0.12940584,-0.91540414,-0.08819854,-0.017553905,0.27402672,0.30532864,-0.06635141,0.710208,0.84095865,0.6044336,0.5217085,-0.0554631,0.03242555,0.26970452,-0.072846055,0.21474132,0.52087504,0.47637647,0.17116521,0.36376336,0.3987862,0.7122689,-0.8443324,0.0839246,0.4387275,-0.8504651,-0.6775885,-0.5469854,-0.037140414,-0.50232005,0.11894834,-0.25460786,0.026438236
-14.309352,-0.48161224,0.9792857,0.19247305,0.1352867,0.2565134,-0.34182882,-0.06096333,0.50235623,-0.5536888,0.6326123,0.03408158,0.57992995,-0.13879092,-0.23566605,0.33582452,0.36022902,-0.26029512,0.51471263,-0.9717663,-0.4308819,0.28560075,0.25360602,-0.61316663,-0.06410627,-0.1618071,0.8042054,0.15522462,-0.044761248,-0.01217099,-0.4371971,0.078020215,0.37052163,0.07010543,0.66073745,0.43716156,-0.45937467,-0.682521,0.033708964,-0.2748951,0.55929726,-0.26240838,-0.42181996,0.8341749,0.045160316,-0.43293568,0.7381198,-0.48033142,-0.7993472,-0.5314861,0.49988696
-15.168204,-0.11353147,0.07890652,0.028105974,0.06274521,0.93767977,0.06752345,0.24769203,-0.12476102,0.018421462,0.6360381,0.051231876,-0.16550007,-0.64949584,-0.7738893,-0.8849708,0.1373016,-0.19569446,0.44222945,-0.54589736,-0.62220603,-0.44911715,-0.04052897,-0.66084623,-0.7732108,0.06428879,0.9611699,-0.3269775,-0.21116756,0.21274708,0.1906055,0.6476534,-0.4832535,0.42533726,0.6920391,0.28990516,0.22931048,-0.27217454,0.67177975,-0.17370108,0.45747855,0.78031117,0.43519685,0.04122562,0.34718186,0.38191923,-0.6077866,-0.19476111,0.47529343,0.08577921,0.6512942
-15.49377,0.6273812,0.35468787,-0.99982905,-0.09211809,-0.08350101,0.017160472,0.07255983,0.3644241,-0.3471167,-0.18557155,0.9906707,0.7041019,0.83939743,-0.6186504,0.08316064,-0.6931852,-0.07298596,0.7283402,0.50100195,0.94530785,-0.20661789,0.52178353,0.5342882,0.41900843,-0.09152842,-0.22415312,-0.069167286,-0.3543091,0.104793444,-0.016316578,0.0096542835,-0.14466663,0.12265217,-0.03917055,-0.2855301,-0.35772148,-0.13229413,0.29758355,-0.49313107,0.32487202,-0.01626139,-0.46584067,-0.5968975,0.08599031,0.1033815,-0.11958909,0.0010394069,0.20602083,-0.4247242,-0.81199354
-12.56557,0.8111467,0.4221615,0.3950992,-0.17838164,0.58840185,0.38149583,-0.28973264,-0.57168585,0.25798216,0.71231073,0.086494826,-0.47845763,-0.20149946,-0.038011167,0.68080753,0.24737561,-0.39777502,-0.1809833,0.5809859,-0.5237205,-0.4702808,-0.08921397,-0.3667667,-0.3612464,-0.12137193,-0.3158008,-0.06258607,-0.7714734,0.07309714,-0.31266296,-0.040759142,0.60089195,0.77273643,0.9709494,0.510062,-0.05209434,0.5597908,-0.16960071,-0.20005767,0.20596421,0.13730182,0.98553026,0.23330808,-0.30675054,0.111044794,0.13170595,0.34348023,-0.36451766,-0.62282866,-0.14337175
-14.586902,-0.41965193,-0.12157619,0.71470463,0.33046818,0.63093776,-0.58686787,0.65949994,-0.0427953,-0.2651921,-0.24773979,0.11722684,0.738808,-0.0075289006,0.8593225,-0.47328538,-0.6719154,0.14075603,-0.6378534,0.016212735,0.3793398,-0.23891082,-0.37706354,-0.8631547,-0.3344186,0.42372555,0.50557166,-0.008299238,0.7038866,0.0016872804,-0.41470903,-0.260722,0.0034066802,0.095682025,-0.6050252,0.4845399,-0.014748762,0.29888773,-0.35437864,0.3587646,0.8842389,0.17083323,-0.52043873,0.46974173,-0.0922358,-0.31280267,0.0872147,-0.07076693,-0.15970005,-0.82665634,-0.20613398
-17.661177,0.11454361,0.74462336,-0.02428088,-0.64147633,-0.82905906,0.2576903,-0.46074498,-0.27196753,0.7512588,0.5032722,-0.64651453,-0.15466726,0.49004138,0.79232204,-0.056477565,0.4063687,0.34018573,0.23806918,0.10720447,-0.6081496,-0.4870458,0.556662,0.30957338,0.83349735,-0.22501317,0.25673518,0.2097986,0.47675028,-0.55871445,-0.6260824,0.10192531,0.32786414,0.5945129,0.019793399,-0.35702533,-0.35233712,0.009260604,-0.34501442,0.035274804,0.62089694,-0.19233167,0.31214413,-0.62344974,-0.22561364,-0.07098566,-0.18122917,0.22078356,-0.86140096,0.2613059,0.7649983
