fitness,g0,g1,g2,g3,g4,g5,g6,g7,g8
-0.3615877,-0.13374925,-0.3196516,0.21811514,0.18829119,0.9145832,0.21209279,0.41497695,0.68233323,0.3575974
0.14178549,0.8278426,-0.10170874,0.32411027,-0.32613063,-0.22997916,0.0635007,-0.10509574,-0.30231678,0.5363731
-0.052860584,0.3405306,-0.51843065,-0.065382,0.18642431,-0.16177893,-0.47950736,-0.2730807,-0.88648844,0.31443855
-0.20945272,-0.58871216,0.5073472,0.82697654,0.71874523,0.12141815,-0.13208246,0.32370105,0.45168716,0.89819825
-0.37595803,0.41555232,-0.36309987,-0.446562,-0.17793763,-0.16699536,0.29352653,-0.363471,0.9749646,0.28194317
-0.26111695,0.8514109,0.0565798,0.049012296,0.27339682,0.53169906,-0.42084396,-0.20785974,0.86528844,0.6601779
0.37955338,-0.09342805,-0.3712083,-0.027010199,-0.055403605,-0.08769954,-0.35108018,0.041178744,-0.39795265,0.6341564
0.84003884,0.9642264,0.4099909,0.49181855,-0.4244494,-0.331288,0.3718041,5.143881E-4,-0.06308321,-0.32586884
-0.17665127,-0.103720665,-0.41191614,-0.5260208,-0.015601873,0.69182986,-0.21235815,0.24171151,0.0210384,0.03934224
0.4136858,0.64958155,0.049982905,0.71441185,-0.15473998,-0.50060344,-0.2654397,-0.40987277,-0.40662485,-0.41953325
0.39103326,0.060376644,-0.25497863,-0.24517037,-0.5337108,0.034605026,0.45658556,0.13751626,-0.23498766,0.82792723
0.0972402,0.7640972,0.056659177,-0.055429444,-0.70094174,0.001831446,0.6065948,0.3490123,-0.39220372,0.39056644
-0.007494582,0.048910204,0.34258014,-0.031651117,-0.9676073,-0.13165282,-0.4657805,-0.46334967,-0.44163728,-0.043025374
0.8602108,-0.9673086,0.15402317,0.25001895,-0.09906345,0.021493917,-0.040680766,0.64966285,-0.76326704,-0.15640338
-0.062509425,0.21565616,-0.99074155,0.2546931,0.21213199,-0.07340097,0.30259228,-0.29344893,-0.58659613,-0.5320337
-0.18812862,-0.07973634,0.5897675,-0.53633416,-0.055626392,0.36961913,0.9076899,-0.1808991,-0.20076972,-0.3104344
-0.93745726,-0.03136762,0.3108358,-0.048092958,-0.40085214,0.5398043,0.21272671,-0.6039678,0.113055386,-0.6968957
-0.8243531,0.61306137,0.4780621,0.25626123,0.18754911,0.55660456,0.89746803,-0.3976674,0.17030479,-0.23802185
0.837158,0.74262494,-0.3337456,0.06058704,-0.3341667,-0.5429393,-0.5516132,-0.035410166,-0.08873224,0.15703236
0.7620618,-0.03280902,-0.31801862,-0.28835398,-0.23824161,0.15266943,-0.33587894,0.08594501,-0.11350679,0.7792017
-2.378464,0.24040021,0.5352021,0.5335901,0.22516929,0.4388886,-0.0936402,-0.21545716,0.018300978,0.40710774
0.42084855,-0.14067876,-0.8865734,0.119877696,0.075578295,0.04868543,-0.45770386,0.19128829,-0.3977852,-0.34079102
-0.20481573,-0.9245732,0.030818718,0.087861896,-0.13486587,-0.37005198,-0.72440344,0.03359306,0.4494925,-0.020239875
-0.3165226,-0.7908544,0.750229,0.08023599,-0.7089071,-0.33246002,-0.035418686,0.9918275,0.34080446,-0.1720958
0.5835058,0.20825109,-0.97298867,0.7655542,0.13923074,-0.14378604,-0.86204875,0.08314912,-0.2710342,0.05212307
-0.29055598,0.20401506,0.31727263,0.14478552,-0.508005,-0.59217894,0.6337043,0.20596099,0.73029965,0.13920626
-0.27176067,-0.20316677,0.23816544,-0.84722316,-0.78535384,0.61257577,-0.17205791,-0.33867326,0.5805156,0.29135767
0.84258705,0.10215943,0.9352122,0.4861449,0.01909096,0.020771956,-0.31021068,-0.05501067,-0.038118776,0.78932
-0.67770267,0.45883584,-0.1506963,0.014371778,-0.33205497,0.12686263,-0.30179507,-0.8416502,-0.48603517,0.5719314
-0.42480534,0.9667646,-0.93866754,-0.24231566,0.0028532743,-0.03169817,-0.43703377,-0.85126215,-0.90790886,0.91624606
-0.16296239,-0.62198716,-0.12635052,0.19535843,0.6912863,0.38630867,-0.07062406,0.39697245,-0.10126147,0.18115781
0.11656621,0.41501933,0.09884394,-0.20463173,0.31419396,0.66244614,0.6146836,-0.09889841,-0.4582236,-0.67872494
-0.42004818,-0.6186145,0.2453512,0.96953833,0.1795057,-0.008693303,-0.11389939,-0.5003467,0.009267492,-0.68319035
0.82049704,-0.26310033,0.8553809,-0.18857218,0.68514264,-0.3923495,-0.23106222,-0.0020925999,-0.04009831,0.12673223
-3.321858,-0.5044327,-0.42481953,0.31811395,0.09154626,-0.66434944,0.19526,0.3334942,0.15285823,0.8576944
-0.20896177,-0.048449047,-0.17701028,-0.5269698,0.17304008,-0.42461196,0.76882,-0.20365906,0.4078543,0.8841597
0.32971233,-0.010750055,-0.3384752,-0.8751355,0.39121753,-0.9639682,-0.3360673,-0.05544906,-0.06137204,0.98768073
-0.008872259,-0.18596444,-0.08750317,-0.30768922,0.40565932,0.7080101,-0.6535691,-0.26618865,-0.5616979,-0.048998967
0.80037737,-0.5331129,-0.81780416,-0.6178706,-0.11333848,-0.5927982,-0.7130591,-0.075269364,-0.031038523,0.07593529
-0.22786741,0.23514797,-0.17305712,-0.2694233,-0.7997324,0.18580592,-0.5606644,0.06669903,0.45737663,-0.20828484
0.1621676,-0.030332483,0.383849,-0.010734254,-0.5764201,0.021353602,0.20207421,-0.17313878,-0.17737362,0.23637637
0.20517246,0.5516565,-0.5061514,0.6320879,-0.3818239,0.55705583,-0.38568357,-0.13783276,0.04808271,0.72572935
-0.53507763,0.05568083,0.6519983,-0.93646044,-0.9443928,0.41780984,-0.6473489,0.36005136,0.4895089,-0.54028326
-0.5130069,0.48107994,0.065469556,-0.644495,-0.15030108,0.21716608,0.21992831,0.04650414,0.84037685,0.045541532
-0.143796,-0.27266645,0.38278311,0.022438029,-0.5465703,0.1579396,-0.59444547,-0.064348035,0.14477192,-0.41343665
-0.10594542,-0.84227395,-0.07855352,-0.28462493,-0.75494134,0.22510338,-0.13330328,0.52259403,-0.27474254,-0.6475698
-0.42488927,-0.3842552,-0.09107468,-0.097320095,-0.24092488,-0.2926187,-0.47156686,-0.8408294,0.84650564,-0.19283333
0.83997136,0.5953238,-0.5612556,-0.040355008,-0.031212091,-0.11569026,-0.5503807,-0.027977167,-0.04285455,0.10138047
0.0078003947,-0.6895789,-0.0056640017,-0.0020205274,-0.70360637,-0.01846418,-0.8036426,-0.64263564,-0.47562206,0.40187514
-2.4536371,0.9860463,-0.9556325,0.8049498,0.062482595,0.96430355,0.07210613,0.64460516,0.5551333,-0.7762446
0.5745695,0.5670666,-0.36171174,0.3013872,-0.61546355,-0.028748589,0.65269893,0.06983948,-0.347763,-0.29555684
-0.5701349,-0.31844187,-0.0034724325,0.35851538,0.19605747,-0.5397597,-0.36269462,-0.9726248,0.6870405,0.6411973
-0.06515011,0.18149261,0.40499553,-0.7929704,-0.05907019,0.3545185,0.6688439,-0.117421,-0.40109342,0.28608337
0.43191484,0.030765206,0.04416765,-0.25538272,0.5326965,-0.007832848,-0.06357156,0.13824876,-0.56636524,0.28737214
0.24656639,-0.06267502,0.11361506,0.6878233,0.0037388802,0.3668314,-0.01615107,-0.25068924,-0.4170332,-0.9275861
0.3866057,0.57936573,-0.09585435,-0.45532072,-0.20031749,-0.11819089,-0.15127286,0.41037765,-0.6726768,-0.016799191
0.8224188,-0.12215011,-0.013695478,0.90796274,-0.36971748,-0.01353795,-0.51541644,-0.08304187,-0.05931461,0.890543
0.17889209,-0.06295395,0.11936123,-0.6871476,-0.63278806,0.66052234,0.5107142,0.168172,-0.6982418,0.013968229
-0.30279925,-0.73340654,-0.4956298,0.050902557,-0.72551584,0.8783988,0.13002348,0.7020853,0.13513239,0.53861403
0.012691587,-0.14306772,0.39997965,-0.48334587,0.11987685,-0.5126426,-0.5280941,0.5814997,-0.74392945,0.090484224
0.4679809,0.29899126,0.5556544,-0.47850138,-0.75400084,-0.4618358,-0.12252537,0.13415301,-0.32986227,-0.7006886
0.8300146,0.06639544,-0.009541631,-0.041251276,-0.38249326,-0.03763473,-0.29455757,0.022805205,-0.042213626,0.6727073
-0.23254967,0.26282555,0.15118816,-0.37815058,0.67030215,-0.40653652,0.6762892,-0.0960383,-0.81236404,-0.24880317
