fitness,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13
-0.48810142,-0.86425793,0.083342925,0.028103353,-0.3814802,0.082191914,-0.1121622,0.31371677,-0.80602866,-0.036934108,0.34824166,-0.20773897,-0.33872628,-0.34421244,-0.4235421
-0.93903196,0.113529995,0.8432931,0.8024382,0.18280835,0.9830904,-0.20885813,0.5466888,0.8651616,0.4703224,-0.06002433,0.4925893,-0.49370128,0.2436267,0.59187144
0.10160558,0.004271459,-0.16235057,-0.27853665,-0.3429636,0.5140761,-0.4461553,-0.4241307,-0.21607566,0.24030374,0.06536423,-0.46461624,-0.18456481,-0.237589,-0.42517748
0.62662953,-0.03331702,-0.40966624,0.28199333,-0.030685341,0.72753894,0.057505246,0.322544,0.084870204,-0.4001195,0.08149159,-0.16297817,0.014745335,-0.33421648,-0.14613622
-0.5629022,0.13823347,0.025779383,-0.19060838,0.0023393142,-0.29189345,-0.10773071,-0.42128873,-0.5528674,-0.58214337,-0.8230941,-0.14521742,-0.24171032,0.90769446,0.0040425477
0.35339305,0.0712204,-0.021116495,-0.24906361,0.7590521,-0.30349323,0.7797116,0.7189128,-0.058600333,-0.46442738,0.003194013,-0.21330285,0.06843686,-0.4414066,-0.5106443
0.19800651,-0.696994,-0.658457,0.8907698,0.08874743,0.630035,0.5124244,0.35682136,0.2745488,0.76703805,0.381007,-0.07508552,-0.10141289,-0.56515795,-0.64929104
0.8839169,-0.05730768,0.11992845,0.12865983,0.6407612,-0.21063244,-0.78332067,0.048254807,-0.23778099,-0.22761703,-0.58111477,-0.7370381,0.048125066,-0.08843899,0.059820864
0.50028396,0.115662575,0.5227154,-0.08411411,0.014784538,0.5674545,0.6894108,0.5510125,0.49484542,0.117588095,0.40559343,-0.7051958,0.036645964,-0.45707536,-0.7469163
0.371508,-0.4178591,0.5618575,0.32992017,-0.024411678,0.19026162,-0.83287185,0.7469234,0.07678496,0.17038618,0.43368465,0.11679235,-0.1397636,-0.21198416,0.6903809
0.09443061,-0.27716812,-0.047274366,0.90649605,-0.26778984,-0.16226706,-0.4671172,0.055302765,-0.06781983,0.75535226,-0.2373128,0.78964615,-0.09968268,-0.57073975,0.8386341
0.21879564,-0.8895166,-0.14463891,0.63880765,-0.38465178,-0.096015915,-0.5477882,0.40681273,0.09996684,-0.6299434,-0.86277884,-0.3607035,0.113923706,-0.05497362,0.039934546
-0.68479884,0.9923237,0.038328648,-0.056525532,-0.370597,0.7283757,-0.62120247,0.34329933,0.2487765,-0.110376835,0.4330903,-0.9006179,-0.74218637,0.15930676,0.1823019
0.86332583,0.106684655,-0.54877925,-0.14093967,0.7096119,0.5877746,-0.52238554,0.5095349,0.6688559,-0.5593706,-0.42087594,-0.056224316,-0.0031003952,-0.10348023,-0.42946374
-0.2567396,-0.059103288,0.38847208,0.61053175,-0.5254734,-0.78753334,-0.96922725,0.62927663,0.8348995,-0.25083634,-0.2457815,-0.21783735,0.02582366,0.29943484,-0.13094789
-1.6799788,-0.17693222,-0.32242727,0.4844206,-0.0021177074,-0.25376776,0.094298124,0.019326467,-0.5654759,-0.123292774,0.41487753,-0.12643115,-0.7265858,-0.43833712,0.3404833
-0.21426916,-0.11117517,0.11610277,0.6747945,-0.45542732,-0.8162016,-0.21494891,-0.21310778,-0.8266044,-0.21596825,0.15978765,0.16383253,0.3053495,-0.03730682,-0.8922186
-0.29081473,0.5697613,-0.09781971,-0.63482034,0.16718432,0.62759537,-0.09295197,-0.43366396,0.05193484,-0.9536892,-0.34140956,0.8003877,0.3580376,0.08083658,0.6932731
0.28627074,0.85210085,-0.39066294,0.57711995,-0.2576666,0.08316159,0.38351256,-0.6913649,0.28646922,-0.29330426,0.5332677,-0.26193106,0.50928473,-0.83610135,-0.021155918
-0.80635506,0.17197761,0.53316283,0.5831387,0.37132418,0.16582489,0.14457364,-0.12065195,-0.32849234,0.21362144,0.015057339,-0.06250232,-0.844332,0.52577084,0.99675214
-0.109278515,-0.5010806,0.644672,-0.53345454,0.6893282,-0.4938038,0.08406273,-0.05147493,-0.2868327,-0.7748201,-0.68156487,0.4061893,0.119473115,-0.96168345,-0.23341249
0.5388357,0.511335,0.1343175,0.568735,-0.32615292,0.16273211,0.10965102,0.47170794,-0.61967486,0.16301806,-0.9049491,-0.40278327,-0.254675,-0.20279951,-0.3331013
0.49816746,0.2808137,0.8408201,-0.6625295,0.3684589,-0.17476498,-0.5847799,0.98740643,0.97073424,-0.17689526,-0.46232373,-0.18460505,-0.05936978,-0.31282657,-0.26169136
-0.20170009,-0.7405778,0.082156844,0.3631677,0.623661,0.29557356,-0.63077253,-0.2678385,-0.5483703,-0.68812776,0.79884136,-0.28762272,-0.14896452,0.059120502,-0.5983521
0.024580088,0.26394105,-0.6171601,0.36101687,0.4817913,-0.53712434,-0.61584306,0.26311678,-0.6204643,0.89000624,-0.7903247,-0.34686008,-0.21429697,0.0011694238,0.44473884
0.86288625,-0.7316038,-0.1596557,-0.30515853,0.097829334,0.058012683,-0.576559,-0.4186503,0.070658684,-0.26198423,-0.45611036,0.38734305,-6.483217E-4,-0.1267004,-0.3225225
-0.34773713,0.26340055,-0.12701517,0.68078434,0.020284176,0.5748359,-0.28864425,-0.75705147,0.13580477,-0.2952194,-0.46256667,-0.46919668,-0.053139135,0.67332953,-0.20995021
-1.2815566,0.6659336,0.034672894,0.3825201,-0.12416065,-0.9991314,-0.55426735,-0.60257435,0.2802998,0.70989734,-0.9096571,-0.49649304,-0.8166924,-0.037667543,-0.30122
-1.0006231,0.44136977,-0.2625027,-0.7369126,-0.01551497,0.35045004,0.43406335,-0.07949042,-0.16875564,-0.5554935,-0.29136348,0.40305638,-0.83693886,-0.1628734,-0.7911914
-0.11280094,-0.008716913,0.4612212,0.9898313,-0.15087757,0.81328166,0.48028907,-0.18700166,-0.38884658,-0.84525317,0.15483016,0.028490424,-0.1964449,0.064076334,-0.06045866
-0.15735458,0.46804637,0.48843625,0.867896,-0.6447504,0.62020034,-0.011223099,-0.8109651,-0.031164227,0.1860942,0.46601295,0.54942095,-0.18905284,-0.001917243,-0.84228957
0.8047031,0.20495896,0.47930905,0.1665381,-0.3026931,-0.24106896,-0.74441147,0.121016264,0.028307525,0.08905762,0.4000152,-0.009893066,-0.033240676,-0.05571308,-0.31628025
0.8648768,-0.8798517,-0.013942311,-0.19892836,0.059876576,0.05322821,-0.14086828,0.26579627,0.31921783,-0.04521379,-0.5389746,-0.23523188,-0.005100365,-0.123502195,0.77566415
