neur0,input0,neur1,input1,neur2,input2,neur3,input3,neur4,input4,neur5,input5,neur6,input6,neur7,input7,neur8,input8,neur9,input9
0.9999014,0.0,0.5138107,0.0,0.3746206,0.0,0.55015194,0.0,0.47603482,0.0,0.44371352,0.0,0.43327263,0.0,0.54707843,0.0,0.5515152,0.0,0.4151933,0.0
0.9999883,0.039989334,0.58166426,0.0,0.30531517,0.0,0.6323814,0.0,0.5074349,0.0,0.37527135,0.0,0.38459304,0.0,0.622702,0.0,0.6295393,0.0,0.39935595,0.0
0.99999887,0.07991469,0.6456292,0.0,0.22425131,0.0,0.70135987,0.0,0.53863263,0.0,0.30571997,0.0,0.32600087,0.0,0.6825339,0.0,0.6945985,0.0,0.38032833,0.0
0.9999999,0.119712204,0.7036609,0.0,0.130028,0.0,0.7576212,0.0,0.56931055,0.0,0.23588483,0.0,0.25758252,0.0,0.7287794,0.0,0.7474344,0.0,0.35866398,0.0
1.0,0.15931821,0.7547099,0.0,0.02179507,0.0,0.8024224,0.0,0.5991,0.0,0.16640073,0.0,0.17986095,0.0,0.7636876,0.0,0.7895145,0.0,0.3349663,0.0
1.0,0.19866931,0.79854995,0.0,-0.10007539,0.0,0.83740836,0.0,0.6276449,0.0,0.097740464,0.0,0.09389775,0.0,0.7892596,0.0,0.82255846,0.0,0.30982497,0.0
1.0,0.23770262,0.8355186,0.0,-0.2331003,0.0,0.8643298,0.0,0.65465796,0.0,0.03030176,0.0,0.0013336159,0.0,0.8071245,0.0,0.848236,0.0,0.28376368,0.0
1.0,0.27635565,0.86627245,0.0,-0.37191993,0.0,0.8848561,0.0,0.6799621,0.0,-0.035475202,0.0,-0.09565891,0.0,0.8185172,0.0,0.8680147,0.0,0.25719565,0.0
1.0,0.31456655,0.8916024,0.0,-0.50837284,0.0,0.90047485,0.0,0.70350987,0.0,-0.099013336,0.0,-0.19452098,0.0,0.8243063,0.0,0.88311076,0.0,0.23038632,0.0
1.0,0.3522742,0.91231453,0.0,-0.6331041,0.0,0.91244775,0.0,0.72537166,0.0,-0.15959275,0.0,-0.29253584,0.0,0.8250386,0.0,0.89449364,0.0,0.20342566,0.0
1.0,0.38941833,0.92916274,0.0,-0.7384132,0.0,0.9217943,0.0,0.7456952,0.0,-0.21646154,0.0,-0.38709885,0.0,0.82098246,0.0,0.9029138,0.0,0.1762113,0.0
1.0,0.42593947,0.94281733,0.0,-0.8206752,0.0,0.92929393,0.0,0.76465183,0.0,-0.26900858,0.0,-0.47597167,0.0,0.8121639,0.0,0.90893555,0.0,0.14844374,0.0
1.0,0.46177918,0.95385534,0.0,-0.88071394,0.0,0.9355079,0.0,0.78239405,0.0,-0.31689504,0.0,-0.55746514,0.0,0.7983928,0.0,0.9129671,0.0,0.11963118,0.0
1.0,0.4968801,0.96276283,0.0,-0.92225885,0.0,0.9408183,0.0,0.79903615,0.0,-0.3600823,0.0,-0.6305202,0.0,0.77928406,0.0,0.9152851,0.0,0.08910122,0.0
1.0,0.5311862,0.96994305,0.0,-0.94993865,0.0,0.9454747,0.0,0.8146553,0.0,-0.39877304,0.0,-0.69468796,0.0,0.75427645,0.0,0.91605276,0.0,0.056017257,0.0
1.0,0.5646424,0.97572714,0.0,-0.9679352,0.0,0.9496363,0.0,0.829302,0.0,-0.43331948,0.0,-0.75003743,0.0,0.7226549,0.0,0.91532946,0.0,0.019400408,0.0
1.0,0.59719545,0.9803851,0.0,-0.979472,0.0,0.9534045,0.0,0.84301203,0.0,-0.4641406,0.0,-0.7970266,0.0,0.68358153,0.0,0.91307294,0.0,-0.021837264,0.0
1.0,0.628793,0.9841356,0.0,-0.9868179,0.0,0.95684534,0.0,0.8558147,0.0,-0.49166465,0.0,-0.83636916,0.0,0.6361433,0.0,0.9091314,0.0,-0.06883566,0.0
1.0,0.65938467,0.9871552,0.0,-0.9914874,0.0,0.96000385,0.0,0.86773866,0.0,-0.5162962,0.0,-0.8689164,0.0,0.5794233,0.0,0.9032239,0.0,-0.12268675,0.0
1.0,0.68892145,0.9895859,0.0,-0.99446076,0.0,0.96291214,0.0,0.87881476,0.0,-0.53840035,0.0,-0.8955648,0.0,0.5126033,0.0,0.8949066,0.0,-0.18426737,0.0
1.0,0.7173561,0.9915416,0.0,-0.9963622,0.0,0.965595,0.0,0.88907665,0.0,-0.5582981,0.0,-0.91718996,0.0,0.43510276,0.0,0.8835205,0.0,-0.25398412,0.0
1.0,0.7446431,0.9931135,0.0,-0.9975855,0.0,0.96807253,0.0,0.89856124,0.0,-0.5762676,0.0,-0.9346053,0.0,0.34675208,0.0,0.86811465,0.0,-0.33143532,0.0
1.0,0.7707389,0.99437433,0.0,-0.9983785,0.0,0.9703617,0.0,0.90730774,0.0,-0.59254766,0.0,-0.9485389,0.0,0.2479833,0.0,0.8473417,0.0,-0.41505644,0.0
1.0,0.7956016,0.9953817,0.0,-0.9988974,0.0,0.9724777,0.0,0.91535723,0.0,-0.6073428,0.0,-0.95962465,0.0,0.14000523,0.0,0.8193238,0.0,-0.5019107,0.0
1.0,0.8191916,0.9961814,0.0,-0.99924046,0.0,0.97443384,0.0,0.92275167,0.0,-0.62082785,0.0,-0.96840256,0.0,0.02490894,0.0,0.7815027,0.0,-0.587854,0.0
1.0,0.84147096,0.9968094,0.0,-0.99947006,0.0,0.97624266,0.0,0.9295333,0.0,-0.63315296,0.0,-0.9753249,0.0,-0.09435882,0.0,0.73051924,0.0,-0.6682269,0.0
1.0,0.8624042,0.99729353,0.0,-0.99962574,0.0,0.9779154,0.0,0.93574387,0.0,-0.6444468,0.0,-0.9807651,0.0,-0.21420152,0.0,0.66222507,0.0,-0.738931,0.0
1.0,0.88195777,0.99765474,0.0,-0.9997328,0.0,0.97946256,0.0,0.94142413,0.0,-0.65482044,0.0,-0.985028,0.0,-0.33075657,0.0,0.5720217,0.0,-0.797416,0.0
1.0,0.90010047,0.9979076,0.0,-0.9998074,0.0,0.98089373,0.0,0.94661367,0.0,-0.66436994,0.0,-0.9883602,0.0,-0.44038582,0.0,0.4557908,0.0,-0.84307575,0.0
1.0,0.9168031,0.99806005,0.0,-0.99986005,0.0,0.98221785,0.0,0.95135015,0.0,-0.67317885,0.0,-0.9909595,0.0,-0.5401467,0.0,0.31159487,0.0,-0.87693644,0.0
1.0,0.9320391,0.9981127,0.0,-0.99989766,0.0,0.9834431,0.0,0.95566946,0.0,-0.68132,0.0,-0.99298364,0.0,-0.6281122,0.0,0.14187159,0.0,-0.90094644,0.0
1.0,0.94578403,0.99805623,0.0,-0.9999248,0.0,0.98457706,0.0,0.95960546,0.0,-0.68885714,0.0,-0.9945576,0.0,-0.703466,0.0,-0.04500051,0.0,-0.9172864,0.0
1.0,0.95801586,0.9978683,0.0,-0.99994445,0.0,0.9856267,0.0,0.96318966,0.0,-0.69584644,0.0,-0.99578017,0.0,-0.76638323,0.0,-0.23539104,0.0,-0.9279295,0.0
1.0,0.9687151,0.9975082,0.0,-0.9999588,0.0,0.9865984,0.0,0.96645164,0.0,-0.70233744,0.0,-0.9967289,0.0,-0.8177752,0.0,-0.41398925,0.0,-0.93446285,0.0
1.0,0.9778646,0.9969088,0.0,-0.99996936,0.0,0.9874978,0.0,0.9694186,0.0,-0.70837414,0.0,-0.9974646,0.0,-0.85899276,0.0,-0.5685673,0.0,-0.9380775,0.0
1.0,0.98544973,0.9959646,0.0,-0.9999772,0.0,0.9883302,0.0,0.9721155,0.0,-0.7139956,0.0,-0.9980348,0.0,-0.8915643,0.0,-0.69304067,0.0,-0.9396317,0.0
1.0,0.99145836,0.99451524,0.0,-0.99998295,0.0,0.9891003,0.0,0.97456527,0.0,-0.7192365,0.0,-0.99847656,0.0,-0.9170036,0.0,-0.7874346,0.0,-0.93972933,0.0
1.0,0.99588084,0.992321,0.0,-0.9999872,0.0,0.9898121,0.0,0.97678846,0.0,-0.7241281,0.0,-0.9988188,0.0,-0.93669313,0.0,-0.855745,0.0,-0.93878865,0.0
0.99999994,0.99871016,0.98902863,0.0,-0.9999904,0.0,0.990469,0.0,0.9788037,0.0,-0.72869843,0.0,-0.9990839,0.0,-0.9518282,0.0,-0.90349627,0.0,-0.9370956,0.0
0.9999993,0.9999417,0.98412466,0.0,-0.9999928,0.0,0.99107385,0.0,0.9806273,0.0,-0.7329725,0.0,-0.9992892,0.0,-0.9634032,0.0,-0.9360652,0.0,-0.93484265,0.0
0.9999923,0.9995736,0.976874,0.0,-0.9999945,0.0,0.9916286,0.0,0.9822733,0.0,-0.7369729,0.0,-0.99944824,0.0,-0.97222334,0.0,-0.95790756,0.0,-0.93215704,0.0
0.99991673,0.9976064,0.96624464,0.0,-0.9999959,0.0,0.9921344,0.0,0.9837536,0.0,-0.74072003,0.0,-0.9995715,0.0,-0.9789271,0.0,-0.972393,0.0,-0.9291205,0.0
0.9991139,0.99404323,0.95082355,0.0,-0.99999684,0.0,0.9925907,0.0,0.98507774,0.0,-0.7442322,0.0,-0.999667,0.0,-0.98401374,0.0,-0.9819308,0.0,-0.9257828,0.0
0.9907309,0.98888975,0.9286865,0.0,-0.9999976,0.0,0.99299085,0.0,0.9862527,0.0,-0.7475259,0.0,-0.9997411,0.0,-0.9878695,0.0,-0.9881835,0.0,-0.922172,0.0
0.9074695,0.9821543,0.89642495,0.0,-0.99999815,0.0,0.9932769,0.0,0.98728156,0.0,-0.7506157,0.0,-0.9997985,0.0,-0.99079084,0.0,-0.9922726,0.0,-0.9183007,0.0
0.31316304,0.9738476,0.8397782,0.0,-0.9999984,0.0,0.99305993,0.0,0.988149,0.0,-0.7535134,0.0,-0.99984306,0.0,-0.993004,0.0,-0.9949438,0.0,-0.9141705,0.0
-0.7726171,0.963983,0.72453725,0.0,-0.9999983,0.0,0.9918017,0.0,0.9887997,0.0,-0.7562263,0.0,-0.9998777,0.0,-0.9946811,0.0,-0.99668837,0.0,-0.9097752,0.0
-0.99059397,0.9525762,0.5457412,0.0,-0.99999803,0.0,0.98985547,0.0,0.9891817,0.0,-0.7587607,0.0,-0.9999046,0.0,-0.9959526,0.0,-0.9978283,0.0,-0.9051024,0.0
-0.9996855,0.93964547,0.31646645,0.0,-0.9999978,0.0,0.9870708,0.0,0.9892567,0.0,-0.7611207,0.0,-0.99992543,0.0,-0.9969172,0.0,-0.9985737,0.0,-0.90013504,0.0
-0.99998933,0.92521155,0.069306366,0.0,-0.9999975,0.0,0.9830107,0.0,0.9890093,0.0,-0.7633082,0.0,-0.99994165,0.0,-0.99764955,0.0,-0.99906176,0.0,-0.89485174,0.0
-0.99999964,0.9092974,-0.15938988,0.0,-0.99999714,0.0,0.97705185,0.0,0.98844624,0.0,-0.76532376,0.0,-0.9999543,0.0,-0.9982061,0.0,-0.9993818,0.0,-0.88922733,0.0
-1.0,0.8919287,-0.3495804,0.0,-0.9999967,0.0,0.9683182,0.0,0.9875814,0.0,-0.76716554,0.0,-0.9999641,0.0,-0.9986294,0.0,-0.9995919,0.0,-0.8832328,0.0
-1.0,0.873133,-0.49865335,0.0,-0.9999962,0.0,0.95556957,0.0,0.9864247,0.0,-0.7688289,0.0,-0.99997175,0.0,-0.9989517,0.0,-0.99973005,0.0,-0.8768351,0.0
-1.0,0.85294056,-0.61254156,0.0,-0.99999565,0.0,0.9370592,0.0,0.9849788,0.0,-0.7703051,0.0,-0.9999777,0.0,-0.9991973,0.0,-0.9998211,0.0,-0.8699969,0.0
-1.0,0.8313835,-0.6989681,0.0,-0.999995,0.0,0.91037107,0.0,0.9832413,0.0,-0.77157956,0.0,-0.99998236,0.0,-0.9993847,0.0,-0.9998812,0.0,-0.8626759,0.0
-1.0,0.80849636,-0.7647148,0.0,-0.9999942,0.0,0.8722643,0.0,0.9812095,0.0,-0.7726306,0.0,-0.99998593,0.0,-0.9995278,0.0,-0.99992096,0.0,-0.85482424,0.0
-1.0,0.78431594,-0.81504136,0.0,-0.9999934,0.0,0.8185957,0.0,0.9788866,0.0,-0.77342707,0.0,-0.99998873,0.0,-0.9996372,0.0,-0.9999473,0.0,-0.84638786,0.0
-1.0,0.75888073,-0.85384774,0.0,-0.9999924,0.0,0.7444548,0.0,0.97628987,0.0,-0.77392787,0.0,-0.99999094,0.0,-0.99972093,0.0,-0.9999648,0.0,-0.8373053,0.0
-1.0,0.7322315,-0.8839881,0.0,-0.9999913,0.0,0.6447305,0.0,0.9734584,0.0,-0.77408195,0.0,-0.9999926,0.0,-0.99978507,0.0,-0.9999764,0.0,-0.8275065,0.0
-1.0,0.70441085,-0.9075533,0.0,-0.99999005,0.0,0.5153524,0.0,0.9704604,0.0,-0.7738316,0.0,-0.9999939,0.0,-0.99983424,0.0,-0.99998415,0.0,-0.8169115,0.0
