fitness,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24
-3.6054354,-0.14006864,0.122181274,-0.0307194,0.49844202,0.80992264,-0.19328086,-0.57479286,0.61692935,-0.041536886,-0.74181366,-0.96238893,-0.42178905,-0.88285655,-0.4668013,-0.83148223,0.5715292,0.36542982,0.16694088,-0.65614796,-0.41845605,0.22665694,0.33906278,0.3009417,-0.46532464,-0.89774615
-3.1722422,0.84122664,0.64396435,0.93637526,0.037344456,0.039982587,0.14181173,0.014263858,-0.3521409,-0.47072577,-0.54690397,0.8450148,-0.33737642,0.7383239,0.23820522,-0.6232693,-0.3907562,-0.14764185,0.5762122,-0.090463385,-0.37814948,0.22243644,-0.35058573,-0.95090437,-0.75685114,-0.76499224
-2.0076983,-0.021161165,0.8208649,-0.0034848081,-0.80557513,0.48107105,-0.36060694,0.3478701,-0.18643345,-0.042941697,0.70127624,0.074371636,0.1294905,0.31810132,0.59447694,-0.13899933,0.40151006,-0.24112353,0.31038275,-0.33558643,0.037785053,-0.40179265,0.23298231,-0.22914585,0.17101662,0.15274295
-0.8535966,-0.5908843,-0.4460842,0.89354473,0.28466657,-0.45496547,0.14290221,-0.10971032,0.22108768,0.7927841,-0.106711976,0.37348676,0.65042883,0.09317741,0.08615591,-0.77690417,0.8427462,0.01271629,-0.5595519,-0.5510991,-0.083478704,-0.044351697,-0.60718393,-0.70445436,-0.652375,-0.3424837
-1.7171142,-0.009724021,0.037537325,-0.37961215,0.27064553,-0.17906694,-0.10912934,-0.6206016,0.15273452,0.11570887,-0.010069042,-0.15847783,0.34613383,-0.07151035,-0.46657997,-0.34118327,0.5523563,-0.50089866,0.043444373,-0.0872719,-0.28520063,-0.8953809,-0.0011725426,-0.6267358,-0.51666874,-0.70219237
-1.9743161,-0.6827372,0.55359,-0.08740997,-0.36706305,-0.21942544,0.26918364,0.94678056,-0.48631266,-0.112040505,0.9362457,-0.4176876,-0.5637308,-0.020254064,-0.035300337,-0.035971213,0.1093267,-0.6154723,-0.4732607,-0.45578322,-0.14838468,-0.2994149,-0.25382885,-0.4462341,0.694912,0.14421447
-2.3036795,0.18332222,0.8332778,-0.09653384,0.6745276,-0.15351105,-0.32160026,-0.20208314,0.6824332,0.121104166,-0.19153707,0.51229346,0.17158285,-0.8608351,-0.9409951,-0.08018953,0.87568873,0.3177195,-0.8004261,-0.81105965,6.2461494E-4,-0.7463867,-0.76729584,0.53328866,-0.9934573,-0.62407595
-1.1109427,-0.74567866,-0.28231186,-0.01859655,-0.9652385,0.0020415783,-0.32639027,-0.3278947,-0.38456765,-0.42015502,0.27427566,0.63424724,-0.64648986,-0.45223448,-0.5972917,-0.59007883,0.6254298,0.024312833,0.75404865,-0.18852755,0.05939037,-0.38568652,-0.6225847,-0.010374421,0.05704929,-0.276314
-0.90467966,-0.026116775,0.6049751,0.22279653,0.041945644,0.21924531,-0.33595568,-0.9334686,-0.2740693,-0.6293106,-0.015303731,-0.14342435,0.47068885,0.07804829,0.9642486,-0.7698511,-0.054259937,0.12619673,0.25941548,-0.5821446,-0.03353764,-0.55863535,-0.5178898,-0.22540024,-0.30457103,-0.9609964
-1.2700472,-0.6109569,-0.17253023,-0.5084619,0.34415677,0.27990168,0.7223512,0.8365978,-0.66420954,0.108589284,0.51440346,0.41110986,-0.33092034,-0.73469496,-0.9577682,-0.15014595,-0.9251427,0.43261397,-0.5924802,-0.30168587,-0.14178509,-0.30623758,-0.48473114,-0.100746796,0.38430804,0.13106465
-2.0366263,0.734286,-0.14636593,0.26732427,0.5647584,0.0589962,-0.096571974,0.06316352,0.56938714,-0.3578076,0.3424038,0.7597569,-0.35973987,0.27377415,-0.3219735,0.6980125,-0.3182943,-0.36410257,-0.5745731,-0.905367,-0.084161356,0.24018915,-0.5769491,-0.32245347,0.06366903,-0.40725118
-3.5977182,0.099763475,-0.58593816,-0.11824967,0.74853885,-0.063924246,0.329109,-0.06380499,-0.8460291,0.78921133,-0.24095187,0.0955348,0.6762941,0.07797634,0.23213886,0.1103048,-0.5921135,-0.42116627,0.64140594,-0.71959615,0.1355926,-0.40196663,-0.91814834,0.54588145,0.88753396,-0.6618822
-2.5996988,-0.040016003,-0.06684588,0.108236834,0.43519402,-0.65678304,0.1429022,-0.30806333,0.71622956,0.18073082,0.76038265,0.76707226,-0.45304045,-0.16138034,0.407631,-0.14970982,-0.7324058,-0.4459206,0.32669643,-0.29295686,0.44741338,-0.47663862,-0.0014868886,-0.20505822,-0.33056784,-0.74286693
-4.4985194,0.3599987,0.056928724,-0.20652178,-0.19230676,0.43097714,-0.7307624,0.11646116,0.70049965,-0.5835963,0.24460769,0.69094634,-0.7973696,0.75113857,0.4906901,-0.80384463,0.27605122,-0.71796024,-0.32822722,-0.16625737,-0.16055517,0.42777425,-0.1880525,-0.8547742,-0.465607,-0.58679575
-0.80005175,-0.6965194,-0.4881401,-0.2860055,0.43496943,-0.4965419,-0.057096243,-0.14137626,-0.559566,-0.19743527,0.2061663,-0.48693964,-0.78292423,0.33007264,0.46327,-0.8254629,0.10124511,-0.09825383,0.50040966,-0.10177885,-0.10185099,-0.8237989,-0.946384,0.3854617,0.85784316,0.77134764
-1.5509403,0.9894654,-0.03746269,0.6908871,0.71578705,-0.505596,0.36711878,-0.16388014,0.17764533,-0.2023849,-0.49670503,0.053347673,-0.04411707,0.070610225,0.06597233,-0.4511385,0.86927485,0.07109067,0.24721207,-0.5646176,-0.099057384,-0.47036937,-0.716025,0.21165165,0.016627507,0.80748093
-0.9687396,-0.1788206,0.057646584,0.4666523,0.78792185,-0.18372336,-0.30615294,0.5384142,0.6524372,0.016662197,-0.6803163,-0.07178624,-0.9686562,-0.43830907,0.3966439,0.13296972,-0.17433955,-0.46390134,-0.021737814,-0.23718965,-0.9976598,0.88906616,-0.44437096,0.15387724,-0.9310943,0.41664892
-2.3019078,-0.26554328,-0.53600895,0.15787861,-0.07788369,-0.22775802,-0.14010276,-0.1433609,-0.054781295,-0.22683723,0.49884996,-0.4714181,0.7344597,0.23483597,-0.10342169,-0.40590763,0.3697352,-0.7209096,-0.5975738,-0.68915683,-0.16870707,0.32718828,-0.5938854,0.008641946,-0.38175642,0.4968658
-3.8503332,-0.66897416,-0.20548068,0.2786851,0.25401306,-0.16609003,-0.12031022,0.16056359,0.079479456,0.43242538,-0.08260525,-0.17233783,0.1487793,0.5575304,0.43366107,-0.59703225,0.6863731,-0.2551817,0.15044811,-0.005883979,-0.19969058,-0.47957087,-0.4090489,-0.590399,-0.33664146,0.5075585
-1.6431459,-0.3793899,0.8402376,0.24285972,0.5506772,0.24668258,0.27191877,0.2341379,-0.060240746,0.21070163,0.37316233,0.2874216,-0.8994227,-0.12818447,0.15125574,0.0032889843,0.16757,0.1297487,0.14354296,0.006837859,-0.37462723,-0.07872035,-0.61786616,-0.22101608,0.8355358,0.67645764
-2.0768948,-0.64405173,-0.49055782,0.07483947,-0.116018265,0.12048313,0.40991783,0.63874716,-0.789656,0.14141797,0.001078901,0.9041993,0.2928908,0.14760537,-0.3188714,-0.010892216,0.09067084,-0.2989604,-0.28948155,0.2728418,-0.127961,-0.13474265,-0.08697294,0.29371172,0.49189055,-0.18491137
-2.132466,-0.14886606,0.3655961,-0.23737314,-0.46217787,0.8280006,-0.18156776,0.13081928,-0.9335671,0.26559874,0.09000577,0.11375205,0.045247674,-0.5532305,-0.12829737,0.7524439,-0.03354758,-0.012191798,0.49935523,0.59240544,-0.09871646,0.30208147,-0.11676431,0.038086627,0.53183264,-0.461098
-1.6207781,0.062109105,0.38062432,-0.0029192844,-0.2998996,0.6509819,-0.16655801,0.36803156,-0.05561659,-0.44983208,0.3574677,0.40750644,-0.55152094,0.37302876,0.076882824,0.42323583,-0.026350198,0.13946939,-0.1443115,-0.5426056,-0.6218383,0.20531939,-0.6401175,0.8958623,0.74654084,-0.515069
-0.49278727,0.36087146,-0.56309175,-0.6281678,0.47659257,-0.039465606,0.7126177,0.038801342,-0.96967256,-0.03561279,0.5970911,0.21774316,-0.9393631,-0.5561073,0.62438637,-0.1618436,0.043468542,0.823171,2.7314844E-4,-0.5984924,0.82619315,-0.56381613,-0.38324854,-0.72480893,-0.48632252,0.09169136
-10.408926,-0.023732297,0.50788116,0.8021441,0.32584068,-0.0029013194,0.5552571,-0.12980695,-0.4261129,-0.09305274,0.34495482,-0.5631805,-0.59535843,-0.4739516,0.35956553,-0.0811975,0.47440645,0.9021186,0.6075621,-0.72605294,-0.9582711,0.85761416,0.6323379,-0.50160193,0.24234462,0.22199805
-2.0507302,-0.06311161,-0.6977074,0.27299467,-0.43157798,0.5511984,0.074614935,-0.17771396,-0.9577527,0.9977,0.52392143,-0.7376884,-0.6744509,0.05465889,-0.40391228,-0.25786397,-0.46122646,-0.7829016,0.6254654,0.1479721,-0.047299746,-0.5505923,-0.07904024,-0.25761783,0.24794762,0.060952783
-6.7673836,0.5894016,0.44683903,0.5645657,-0.5338034,0.8892648,0.6557734,0.22949563,-0.21376759,0.62924486,-0.019393845,-0.14210261,0.50499254,0.5490224,0.07937646,0.7300512,-0.04095614,0.29822698,0.5454522,0.33073303,-0.6748815,-0.6574972,0.102727056,0.25040114,0.70397675,-0.1938969
-2.039598,-0.5837323,0.63564616,0.15645473,-0.21841952,-0.7119402,-0.68067855,-0.48127195,-0.3484139,0.83555245,-0.7674978,0.37730727,0.27076072,0.37135544,0.25006652,0.42379802,-0.30271423,-0.5141691,0.024350785,-0.07692814,0.01785016,0.6112488,-0.22010107,-0.8972348,0.11150057,-0.32951868
-1.5960627,-0.5520887,0.6353189,0.17569938,0.078729935,0.04393914,-0.69795525,-0.49512625,0.10053555,-0.16647996,-0.42849362,-0.24713644,-0.7249328,-0.21154809,-0.47642875,-0.3972224,0.82369703,-0.08271479,-0.4770636,0.7079794,0.39313287,0.119394794,-0.37531286,-0.31277102,-0.008652097,-0.9875494
-1.2673587,0.75363106,0.107192285,-0.20869422,0.38685727,-0.25478366,0.8196552,-0.58011395,-0.5874804,0.31520844,-0.46153125,-0.49553347,-0.34014526,-0.22468908,-0.22511174,-0.048106194,-0.70485455,0.560412,0.1984741,-0.10279181,0.8209152,-0.64628696,-0.624625,-0.13317369,0.11403897,0.35681435
-1.9434924,0.46146217,-0.3923254,0.022017496,0.32069948,0.026129873,0.08900012,0.16902672,0.9353322,0.8566343,0.03733312,-0.08199758,0.49375743,-0.03658457,0.66664845,-0.06307709,-0.30643797,-0.048787825,0.113708735,0.03960941,-0.123253345,0.7360997,-0.23014271,0.5735416,0.82930225,0.12990978
-1.4383234,-0.3197996,-0.19315967,-0.34889162,0.072933234,-0.49499258,0.19344579,0.6427054,0.14533651,0.3618875,-0.43184987,0.07819736,-0.1669583,-0.08799353,-0.65061224,-0.73913616,0.69821185,-0.46344092,-0.45805928,0.1587956,0.938508,0.2329341,-0.6779636,-0.9103857,-0.09184909,-0.42347777
-2.98526,-0.0655545,0.18703084,0.04847757,0.45386785,-0.38621947,0.5363602,-0.6737708,0.32754558,-0.7399331,0.042180818,-0.43420523,0.03414848,-0.52761567,-0.65956366,0.50464964,-0.1047217,-0.5261207,0.6164237,0.37931743,-0.16377218,0.14755978,-0.16402398,-0.41690263,-0.041455507,-0.54169935
-2.960703,0.59215784,-0.37374145,-0.45198214,-0.12975949,0.34421372,-0.63719565,-0.32491186,0.886625,-0.31750816,-0.7123583,0.26572484,-0.10951883,0.15774596,-0.88877046,-0.9039189,-0.47762084,0.6015105,0.24516055,0.7990853,-0.42126068,0.01955223,0.6424436,0.2532787,0.49474537,0.41832873
-0.48071763,-0.16655302,0.8097874,-0.5423212,-0.15008986,0.48886627,0.58446753,-0.6324915,0.40076765,0.23258916,0.67715317,0.25191268,-0.51725096,-0.528501,-0.54211193,0.03563197,-0.65516275,0.91114706,-0.12015449,-0.30027914,0.50600284,-0.41313145,-0.8590312,-0.070837244,-0.26500097,-0.27835238
-30.080307,-0.100191064,0.16352023,0.31537127,0.12823291,0.73254436,-0.5229292,0.4500634,-0.91306585,0.23564784,0.53701055,-0.009401479,0.18325195,-0.19007033,0.044728246,0.030236408,-0.52226055,-0.5526604,0.035785932,-0.5911294,-0.41140518,0.14475873,-0.5741638,-0.49699223,0.5975342,0.9194798
-1.8606844,-0.027418971,0.020968225,0.9283405,0.050397277,0.72145385,0.31976625,-0.3329267,-0.15487832,0.19971715,-0.11768551,0.47674626,0.3506182,-0.1634501,-0.050975755,-0.3094815,0.10727157,0.20542121,-0.65481716,-0.08506694,-0.19106351,0.9523698,-0.5329542,-0.01373949,0.2335469,0.042124987
-10.757138,0.18967018,0.3005879,-0.12718026,0.5541494,0.21191719,0.024104714,-0.22196686,-0.34297642,-0.37488666,-0.2912775,-0.13099565,0.044065733,0.266022,0.5999134,-0.13034968,0.3600196,0.5360332,0.02473581,-0.82430685,0.21517201,0.5192308,-0.526622,0.69876856,-0.48795825,0.16740906
