fitness,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11
-0.30760783,0.85377276,-0.15342492,-0.9270236,-0.18145911,-0.71607566,0.9313687,-0.39873466,0.028363416,0.6752471,-0.27023017,0.26743272,0.5370292
-1.4781951,-0.90793407,-0.085827045,0.5202149,-0.14277084,0.13751377,0.033109426,0.88006854,-0.053467985,0.14976522,-0.50355834,0.08693044,0.48593065
-1.5712166,0.532445,-0.40179148,-0.9241634,0.04613602,-0.3508711,-0.16490234,-0.11795056,0.5573335,-0.043065697,-0.92876077,-0.15352684,0.7661526
-1.3445822,0.31536746,-0.5452521,-0.028195295,-0.6143188,0.28324074,0.18694617,-0.64674425,0.054862745,0.44067073,-0.32773298,0.24067836,-0.16054831
-2.4093533,-0.948037,0.7276754,0.509323,0.39051414,0.35891485,-0.1411109,-0.47054166,-0.38897607,-0.64052296,-0.7056166,-0.66285765,0.4484827
-0.49350497,-0.05121059,0.9695461,0.23525734,-0.60744584,0.810399,0.5516316,-0.28494078,-0.34168866,0.49538866,0.13004243,0.29478836,-0.40205133
-2.7299967,-0.7135393,-0.69354486,-0.1318614,-0.58897,-0.9370117,-0.09031533,-0.24099241,0.5087585,-0.47916132,-0.21678275,-0.57650495,-0.3128324
-3.0289075,0.97713786,-0.8128378,-0.74856824,-0.3848126,0.12346488,-0.0364503,-0.681878,0.7084138,-0.5329373,-0.1611361,-0.09572217,0.33799726
-1.2280902,0.8182619,-0.26790553,-0.7740384,-0.22113025,-0.43613678,0.39755479,-0.48046014,0.8102335,0.06297028,-0.035285603,-0.6649205,0.2836691
-1.2301509,0.5318928,0.28964603,-0.09244303,-0.30100623,-0.4126816,0.311181,0.71878505,0.43372518,0.27231538,0.08621343,0.34517348,0.57810843
-0.862694,-0.48266408,0.20835033,-0.81638765,0.1553655,-0.36466497,0.15398273,0.07797228,-0.15456651,0.4545834,-0.25365624,-0.7012271,0.84511876
-2.0400329,0.02392912,-0.41552418,0.395619,0.043996096,-0.8118141,-0.22563984,-0.20607483,0.41175312,-0.22537899,-0.38273048,-0.6180321,0.23613459
-1.2207255,0.6390701,0.2963909,-0.7120469,0.5262609,0.2875458,-0.21677306,-0.3919368,0.8985825,0.6575154,0.24305817,0.10316214,0.7174422
-3.63976,0.0040416536,-0.3012651,-0.9927864,-0.647176,0.3343477,-0.15800011,-0.5387625,0.84858435,0.03166656,-0.45257866,-0.5029247,0.12594712
-0.41890714,-0.19894011,-0.77082884,-0.8666251,-0.28716445,-0.41209936,0.8282,0.96643436,-0.1623544,0.80506927,-0.098149784,-0.012182474,0.3185219
-1.1748585,0.39840263,-0.6730069,0.52811766,0.74548423,0.2293007,0.1583026,-0.7250649,-0.24112631,0.90629786,-0.19905464,0.7152539,0.36641124
-0.9644512,-0.084915295,0.2650151,-0.20149595,-0.52428776,-0.14565739,-0.37466982,-0.30007908,0.023161408,0.6479344,0.4630891,-0.03703308,-0.28853297
-1.1114801,-0.9832103,-0.5512397,-0.13451716,-0.24685606,0.4330173,0.65530986,-0.5388952,0.14898777,0.11556787,0.30573285,-0.04822067,0.3918911
-1.0653808,-0.46091625,0.13144948,0.50968224,0.328624,0.55193204,0.47293842,0.37796882,0.4728581,0.7924904,-0.03394934,-0.25529015,0.5009205
-2.0162575,0.91452855,-0.53844297,-0.08537059,-0.23274142,0.55109894,-0.047591783,-0.32619485,-0.03583055,-0.25058505,0.06659936,-0.47576892,0.31710494
-1.5885415,-0.63828844,0.59306794,0.22391315,0.14537953,-0.025779597,0.16072023,0.11933613,-0.5806594,-0.14340472,-0.37856552,-0.22043021,0.24698237
-0.5394674,0.04465876,0.09634221,-0.5351965,-0.14854003,0.19996099,-0.029008146,-0.44271716,-0.52512515,0.4123155,0.21080016,-0.2788824,0.049987547
-2.5032804,0.19342144,0.26186347,0.13954622,-0.54518056,-0.54747903,0.96248716,0.39304754,-0.99081564,0.6225728,0.0040405854,-0.9716726,0.72726834
-1.1432614,0.9437282,0.6803877,-0.57843465,0.15958805,0.11630766,0.70857936,-0.3945624,-0.07178247,-0.09589907,0.74651724,0.5396974,0.5616757
-1.0796548,-0.025839034,-0.40520418,-0.8584082,-0.39604017,-0.7173179,0.40613705,0.023601089,-0.019016469,0.121154,0.035374552,-0.5189798,0.4565781
-1.1810482,-0.30923587,-0.08381444,-0.32033348,-0.6308869,0.6625938,0.31478843,0.23786712,-0.28728968,0.1496253,-0.13159303,-0.5294791,0.5816704
-0.9196106,-0.13605917,0.20973928,-0.07978642,0.272698,0.14952093,0.3953131,-0.34226483,-0.08294607,0.6299562,-0.70204395,0.55598015,0.6924517
-1.334962,0.06197811,0.5944323,-0.5103536,0.06338512,-0.14351748,0.047604006,0.14437407,-0.21392225,0.34657407,-0.31613234,0.4468246,0.33204848
-1.4675232,-0.15865155,0.2652893,-0.35173115,-0.13634491,0.90198773,0.47347158,-0.92262346,0.38764322,0.035191063,0.2806593,-0.36852634,0.2556568
-0.7386594,-0.5321467,-0.11404808,-0.75708956,0.5018981,-0.74344736,0.75638986,-0.18005398,-0.6113075,0.3976214,0.82387054,-0.43846717,0.55992055
-0.3395681,0.35175797,-0.25490662,0.12643714,-0.90134,0.7590291,0.606699,-0.1605558,-0.6068844,0.5475393,-0.016579844,0.59258705,-0.41620773
-1.1849576,0.07175777,0.1300441,0.61866,0.42600814,-0.68852615,0.71929675,0.5312489,-0.72356933,0.5761367,-0.49711677,0.33280534,-0.31744817
-1.7991542,0.6476453,0.7186991,0.08238263,-0.4970297,-0.1642157,0.5990457,0.8650986,0.35755047,-0.74644136,-0.0303418,0.61289465,-0.6702908
-2.791162,0.06720626,0.021450592,-0.031734616,-0.7841196,0.4630653,-0.98569393,-0.056852818,0.17673005,-0.50937283,-0.14826158,0.27410394,0.55302465
-1.0726237,0.33065128,0.3830147,-0.5058071,0.80747646,-0.07565,0.19585077,-0.25049216,-0.04757289,0.8626438,-0.10416365,0.5582754,0.15082519
-2.5791695,0.93948364,0.9253038,-0.20781484,0.77551305,-0.21974258,0.3330968,0.16423273,0.4757351,0.83568066,0.07804228,-0.3818487,-0.31195375
-2.7221136,-0.6792566,-0.18393743,0.22501332,0.03417352,-0.20869453,0.23792431,-0.3596047,0.3180926,0.30916846,-0.69436765,-0.6362016,-0.03366196
-0.90287614,0.90910256,0.7807918,0.05722916,-0.108641125,0.11454407,-0.19680738,-0.17083395,-0.061608203,0.90063626,0.113716155,-0.11595638,-0.29922685
-2.4154086,-0.9927036,0.5519042,-0.91512376,0.3355267,-0.046482533,-0.18441454,0.14605531,0.016627073,-0.12608284,0.42720875,0.08990823,-0.86580247
-0.008684907,-0.3079616,-0.030940467,-0.5400348,-0.37247685,-0.94384813,0.56422126,0.06113499,-0.99505466,0.5765867,-0.2308723,-0.6144873,0.34924838
-0.8221775,-0.1625631,-0.49429396,-0.734285,0.8421187,0.30734172,0.41933912,0.99104816,-0.5151471,0.8120952,-0.042333722,-0.435454,0.11515736
-0.4783632,0.3256071,-0.16308333,-0.35763475,0.50486344,-0.15253532,0.84853125,-0.7180513,0.15314725,0.6615188,-0.30151078,-0.541539,0.9268161
-1.1954141,-0.467675,-0.4670333,0.3461514,0.94051033,0.55254775,-0.19628926,-0.3015827,-0.5053518,0.9398919,0.09594862,0.8362468,0.74331003
-3.1119113,0.41504684,-0.71820855,-0.78941303,0.74166596,-0.06253208,-0.7742626,0.41011685,-0.29300576,-0.36654928,-0.3465957,-0.8842739,-0.9125371
-2.1072886,-0.71282524,0.33681533,-0.67181516,-0.01073122,0.330345,-0.64888304,-0.1289689,-0.48045778,0.5509275,-0.9710093,0.6204928,-0.09550258
-2.0658348,0.5805205,-0.6006123,-0.21843499,-0.4829618,0.8037218,-0.23569591,-0.8421717,-0.5595564,-0.46469662,0.5461429,0.56609243,0.11087819
-1.2602527,-0.58122927,-0.3596166,-0.36459097,0.22385232,0.47278672,-0.4473318,0.62960804,0.96987265,0.4354175,0.52529454,-0.42148352,-0.18202524
0.044452634,0.22163977,-0.38653693,-0.41793612,-0.7125266,0.55316246,0.4907515,-0.65345216,-0.15619057,0.78092915,-0.07467195,-0.18200366,0.16568153
-0.7081278,-0.6688073,-0.6668437,0.74515456,-0.68657094,0.32379833,-0.11803953,-0.07268282,-0.6849327,0.37659973,-0.63886917,-0.051808044,0.06290905
