fitness,g0,g1,g2,g3,g4,g5,g6,g7,g8
0.1603505,0.4036748,-0.2549743,0.1623573,0.6306907,-0.27010167,-0.74383247,0.360716,-0.8380546,-0.3515557
-0.14400688,0.6201782,0.2860262,0.44739118,0.4606924,0.11003549,0.3203005,0.102057375,0.109214656,0.030056344
0.25170982,-0.23162062,0.21670975,0.4232365,-0.39675736,0.43799517,0.06564283,-0.19441323,-0.3056012,-0.54005563
-0.5418713,0.9170879,-0.49620467,0.7254659,-0.04152332,0.9618765,0.12756284,-0.72766733,-0.7850868,-0.7060375
-0.0065559377,-0.40728316,0.4077235,0.26504397,-0.041959625,-0.5331472,-0.4393624,0.40309864,-0.5280931,-0.9784942
-0.2832306,-0.070281476,-0.58797807,0.0024323463,-0.28411657,-0.6066867,0.020205379,0.7181423,0.21886289,-0.803734
0.812154,0.09904229,0.6356589,0.59813005,-0.22378558,-0.1310892,0.0036012938,-0.006651604,-0.047329187,-0.017115872
0.21449858,0.5568669,0.13792978,0.02238688,0.10785521,-0.23637095,0.6551863,-0.11021928,-0.16838033,0.05379952
0.6900507,-0.3769742,0.52709454,-0.05254124,-0.91970205,0.30517763,-0.8965172,-0.35351437,0.12659639,0.95159316
-0.17442209,-0.39485806,0.11538792,-0.047781534,-0.4736127,-0.6498779,-0.97882086,0.029562473,0.28920957,-0.8721583
-0.18778971,0.032490037,0.28277788,-0.44227907,0.5651249,-0.094501466,0.14230189,0.3376273,0.055630725,-0.5121646
0.7866634,-0.07092786,-0.19005682,0.65870076,0.4181849,-0.029029489,-0.5847061,0.020263545,-0.09173524,0.38079625
-0.4818562,0.77915186,0.42891446,-0.24434729,-0.006293838,0.893612,0.2973138,-0.4864807,-0.86032623,-0.18853068
0.7442625,-0.70645565,0.4082352,-0.37905633,-0.34530488,0.20763469,-0.39048213,0.049053513,-0.04821951,-0.050558288
-4.190193,0.008977216,0.2197649,0.44555047,0.0609527,0.8659268,-0.011996582,-0.80003786,0.49170566,0.93351275
-0.5116651,0.23476635,0.055746447,-0.26092702,-0.9030188,-0.2358572,-0.40434793,-0.933564,0.036977272,-0.27936235
-0.6523557,-0.32697895,-0.0347659,-0.7170147,-0.25344455,0.3896079,0.7421061,-0.382464,-0.87066394,-0.16696852
-0.49815372,0.08376396,-0.42577973,0.70048857,-0.25975838,0.4467305,0.63520813,-0.29780865,0.04911319,-0.1180547
0.8311837,0.15431537,0.28594276,0.95418024,-0.109912515,0.07263886,-0.9670231,-0.37656355,-0.0016671419,0.3976749
0.26339978,-0.15221584,-0.14458442,0.02847834,0.26180872,-0.42054996,-0.9345539,-0.07278891,-0.6043992,-0.013988241
0.7552597,-0.60806257,-0.60816,0.4597978,-0.34663817,-0.3974483,0.7280762,0.015257478,-0.08197117,-0.61469036
-0.19617501,0.37672168,0.2151857,-0.19972076,-0.6216613,-0.17353958,0.24673913,0.4885182,0.037201546,-0.7263653
-0.7509607,-0.19684952,0.65653807,0.11332214,0.06479156,-0.42295438,0.79054177,-0.82893836,-0.34562388,0.39124328
0.62163407,0.49873048,0.26827088,0.2542597,0.057734646,0.2820533,0.7776561,0.037208796,-0.09484805,0.16683334
0.25770816,0.78773934,0.031400576,0.42073727,-0.88979197,-0.13871118,-0.41297036,0.6397283,-0.99980986,0.9155516
-0.72158766,-0.18134248,0.25184655,-0.50617313,0.07480796,-0.21263537,-0.32212117,-0.42333102,0.02028923,0.8563031
-0.09650441,-0.27862245,0.069636345,-0.63444555,-0.68825734,0.41784868,0.26293346,0.38480484,-0.27809572,0.025624521
-0.20486212,0.017097278,0.5632631,-0.77654123,0.25337347,0.42172086,0.032262802,-0.10595778,0.38176128,0.1238198
0.00600296,0.01443851,-0.90842706,0.19310808,0.14596274,-0.052621786,-0.33281374,-0.14702237,0.061716795,0.032924853
0.7987971,0.22732367,-0.16564849,0.47153714,-0.56093675,0.5977317,-0.50753844,0.09957449,-0.24493316,0.662628
-0.87652344,0.13638256,-0.1571267,0.28666928,0.60793626,-0.38720953,0.07452533,0.6425049,-0.37926847,-0.26301336
0.3701889,0.8770642,-0.6382153,-0.113045745,-0.55384296,-0.16349673,-0.76578814,0.52756673,-0.18066695,-0.30625206
